Gene stable ID,Blue whale gene stable ID,Blue whale gene name,Blue whale homology type,Sperm whale gene stable ID,Sperm whale gene name,Sperm whale homology type,Vaquita gene stable ID,Vaquita gene name,Vaquita homology type,Gene name
ENSBTAG00000018823,ENSBMSG00010016403,GRN,ortholog_one2one,ENSPCTG00005018847,GRN,ortholog_one2one,ENSPSNG00000018015,GRN,ortholog_one2one,GRN
ENSBTAG00000018894,ENSBMSG00010001311,PEX11G,ortholog_one2one,ENSPCTG00005012870,PEX11G,ortholog_one2one,ENSPSNG00000008789,PEX11G,ortholog_one2one,PEX11G
ENSBTAG00000018903,ENSBMSG00010018463,ACD,ortholog_one2one,ENSPCTG00005015761,ACD,ortholog_one2one,ENSPSNG00000020566,ACD,ortholog_one2one,ACD
ENSBTAG00000018906,ENSBMSG00010018664,C16orf86,ortholog_one2one,ENSPCTG00005015415,C16orf86,ortholog_one2one,ENSPSNG00000020782,C16orf86,ortholog_one2one,C18H16orf86
ENSBTAG00000018918,ENSBMSG00010010129,NDUFAF3,ortholog_one2one,ENSPCTG00005022096,NDUFAF3,ortholog_one2one,ENSPSNG00000005911,NDUFAF3,ortholog_one2one,NDUFAF3
ENSBTAG00000019023,ENSBMSG00010006324,NANS,ortholog_one2one,ENSPCTG00005012522,NANS,ortholog_one2one,ENSPSNG00000010876,NANS,ortholog_one2one,NANS
ENSBTAG00000019025,ENSBMSG00010003243,NDUFA11,ortholog_one2one,ENSPCTG00005013435,NDUFA11,ortholog_one2one,ENSPSNG00000017931,NDUFA11,ortholog_one2one,NDUFA11
ENSBTAG00000019029,ENSBMSG00010003725,DPH5,ortholog_one2one,ENSPCTG00005001177,DPH5,ortholog_one2one,ENSPSNG00000007077,,ortholog_one2one,DPH5
ENSBTAG00000019053,ENSBMSG00010016232,MAP9,ortholog_one2one,ENSPCTG00005000301,MAP9,ortholog_one2one,,,,MAP9
ENSBTAG00000019053,ENSBMSG00010016232,MAP9,ortholog_one2one,ENSPCTG00005000301,MAP9,ortholog_one2one,,,,MAP9
ENSBTAG00000019120,ENSBMSG00010005666,WDHD1,ortholog_one2one,ENSPCTG00005022686,WDHD1,ortholog_one2one,ENSPSNG00000006660,WDHD1,ortholog_one2one,WDHD1
ENSBTAG00000019121,ENSBMSG00010010593,IFT122,ortholog_one2one,ENSPCTG00005005825,IFT122,ortholog_one2one,ENSPSNG00000022721,IFT122,ortholog_one2one,IFT122
ENSBTAG00000019161,,,,ENSPCTG00005016875,NPRL2,ortholog_one2one,ENSPSNG00000009339,NPRL2,ortholog_one2one,NPRL2
ENSBTAG00000019198,ENSBMSG00010007188,LRRC42,ortholog_one2one,ENSPCTG00005022805,LRRC42,ortholog_one2one,ENSPSNG00000000631,LRRC42,ortholog_one2one,LRRC42
ENSBTAG00000019209,ENSBMSG00010000429,RAD1,ortholog_one2one,ENSPCTG00005012117,RAD1,ortholog_one2one,ENSPSNG00000005726,RAD1,ortholog_one2one,RAD1
ENSBTAG00000019211,ENSBMSG00010000442,BRIX1,ortholog_one2one,ENSPCTG00005012142,BRIX1,ortholog_one2one,ENSPSNG00000005692,BRIX1,ortholog_one2one,BRIX1
ENSBTAG00000019231,ENSBMSG00010003193,MAIP1,ortholog_one2one,ENSPCTG00005001167,MAIP1,ortholog_one2one,ENSPSNG00000019254,MAIP1,ortholog_one2one,MAIP1
ENSBTAG00000019281,ENSBMSG00010017976,MCRS1,ortholog_one2one,ENSPCTG00005008165,MCRS1,ortholog_one2one,ENSPSNG00000010283,MCRS1,ortholog_one2one,MCRS1
ENSBTAG00000019358,ENSBMSG00010013537,RNF214,ortholog_one2one,ENSPCTG00005017809,RNF214,ortholog_one2one,ENSPSNG00000004438,RNF214,ortholog_one2one,RNF214
ENSBTAG00000019387,,,,ENSPCTG00005001216,NIFK,ortholog_one2one,ENSPSNG00000020550,NIFK,ortholog_one2one,NIFK
ENSBTAG00000019387,,,,ENSPCTG00005001216,NIFK,ortholog_one2one,ENSPSNG00000020550,NIFK,ortholog_one2one,NIFK
ENSBTAG00000019403,ENSBMSG00010007370,,ortholog_one2one,ENSPCTG00005003177,MALSU1,ortholog_one2one,ENSPSNG00000009639,MALSU1,ortholog_one2one,MALSU1
ENSBTAG00000019419,ENSBMSG00010010017,NDUFS7,ortholog_one2one,ENSPCTG00005020856,NDUFS7,ortholog_one2one,ENSPSNG00000013091,NDUFS7,ortholog_one2one,NDUFS7
ENSBTAG00000019446,ENSBMSG00010021799,ELP5,ortholog_one2one,ENSPCTG00005013717,ELP5,ortholog_one2one,ENSPSNG00000015066,ELP5,ortholog_one2one,ELP5
ENSBTAG00000019457,ENSBMSG00010003280,MRPL22,ortholog_one2one,ENSPCTG00005002075,MRPL22,ortholog_one2one,ENSPSNG00000011418,MRPL22,ortholog_one2one,MRPL22
ENSBTAG00000019502,ENSBMSG00010015472,MED4,ortholog_one2one,ENSPCTG00005017893,MED4,ortholog_one2one,ENSPSNG00000011552,MED4,ortholog_one2one,MED4
ENSBTAG00000019511,ENSBMSG00010005181,CDC123,ortholog_one2one,ENSPCTG00005003548,CDC123,ortholog_one2one,ENSPSNG00000017878,CDC123,ortholog_one2one,CDC123
ENSBTAG00000019564,ENSBMSG00010001819,SMU1,ortholog_one2one,ENSPCTG00005001746,SMU1,ortholog_one2one,ENSPSNG00000002392,SMU1,ortholog_one2one,SMU1
ENSBTAG00000019605,ENSBMSG00010015309,OPA3,ortholog_one2one,ENSPCTG00005014977,OPA3,ortholog_one2one,ENSPSNG00000007984,OPA3,ortholog_one2one,OPA3
ENSBTAG00000019718,ENSBMSG00010009783,,ortholog_one2one,ENSPCTG00005018576,,ortholog_one2one,ENSPSNG00000013418,,ortholog_one2one,RPS15
ENSBTAG00000019777,ENSBMSG00010015169,CDCA3,ortholog_one2one,ENSPCTG00005018866,CDCA3,ortholog_one2one,ENSPSNG00000005389,,ortholog_one2one,CDCA3
ENSBTAG00000019830,ENSBMSG00010005625,MRPL46,ortholog_one2one,ENSPCTG00005010016,MRPL46,ortholog_one2one,ENSPSNG00000003560,MRPL46,ortholog_one2one,MRPL46
ENSBTAG00000019836,,,,,,,ENSPSNG00000003452,GSKIP,ortholog_one2one,GSKIP
ENSBTAG00000019836,,,,,,,ENSPSNG00000003452,GSKIP,ortholog_one2one,GSKIP
ENSBTAG00000019836,,,,,,,ENSPSNG00000003452,GSKIP,ortholog_one2one,GSKIP
ENSBTAG00000019836,,,,,,,ENSPSNG00000003452,GSKIP,ortholog_one2one,GSKIP
ENSBTAG00000019836,,,,,,,ENSPSNG00000003452,GSKIP,ortholog_one2one,GSKIP
ENSBTAG00000019836,,,,,,,ENSPSNG00000003452,GSKIP,ortholog_one2one,GSKIP
ENSBTAG00000019846,ENSBMSG00010011204,ALKBH2,ortholog_one2one,ENSPCTG00005017999,ALKBH2,ortholog_one2one,ENSPSNG00000017387,ALKBH2,ortholog_one2one,ALKBH2
ENSBTAG00000019854,ENSBMSG00010002608,ABCE1,ortholog_one2one,,,,ENSPSNG00000014453,ABCE1,ortholog_one2one,ABCE1
ENSBTAG00000019854,ENSBMSG00010002608,ABCE1,ortholog_one2one,,,,ENSPSNG00000014453,ABCE1,ortholog_one2one,ABCE1
ENSBTAG00000019886,ENSBMSG00010016734,BORA,ortholog_one2one,ENSPCTG00005007642,BORA,ortholog_one2one,ENSPSNG00000012652,BORA,ortholog_one2one,BORA
ENSBTAG00000019888,,,,ENSPCTG00005009870,HIRA,ortholog_one2one,ENSPSNG00000022312,HIRA,ortholog_one2one,HIRA
ENSBTAG00000019888,,,,ENSPCTG00005009870,HIRA,ortholog_one2one,ENSPSNG00000022312,HIRA,ortholog_one2one,HIRA
ENSBTAG00000019891,ENSBMSG00010017278,MRPL40,ortholog_one2one,ENSPCTG00005021870,MRPL40,ortholog_one2one,ENSPSNG00000022307,MRPL40,ortholog_one2one,MRPL40
ENSBTAG00000019895,ENSBMSG00010016967,PIBF1,ortholog_one2one,ENSPCTG00005007892,PIBF1,ortholog_one2one,ENSPSNG00000012877,PIBF1,ortholog_one2one,PIBF1
ENSBTAG00000019911,ENSBMSG00010020173,COA3,ortholog_one2one,ENSPCTG00005011150,COA3,ortholog_one2one,,,,COA3
ENSBTAG00000019912,ENSBMSG00010020189,CNTD1,ortholog_one2one,ENSPCTG00005011189,CNTD1,ortholog_one2one,ENSPSNG00000018521,CNTD1,ortholog_one2one,CNTD1
ENSBTAG00000019952,ENSBMSG00010001701,ARMC8,ortholog_one2one,ENSPCTG00005000156,ARMC8,ortholog_one2one,ENSPSNG00000013538,ARMC8,ortholog_one2one,ARMC8
ENSBTAG00000019972,ENSBMSG00010015895,TEPSIN,ortholog_one2one,ENSPCTG00005019761,TEPSIN,ortholog_one2one,ENSPSNG00000017112,TEPSIN,ortholog_one2one,TEPSIN
ENSBTAG00000020014,ENSBMSG00010003486,CEP104,ortholog_one2one,ENSPCTG00005000771,CEP104,ortholog_one2one,ENSPSNG00000003263,CEP104,ortholog_one2one,CEP104
ENSBTAG00000020015,ENSBMSG00010003496,DFFB,ortholog_one2one,ENSPCTG00005000740,DFFB,ortholog_one2one,ENSPSNG00000003313,DFFB,ortholog_one2one,DFFB
ENSBTAG00000020123,ENSBMSG00010013082,AUP1,ortholog_one2one,ENSPCTG00005011089,AUP1,ortholog_one2one,ENSPSNG00000015627,AUP1,ortholog_one2one,AUP1
ENSBTAG00000020142,ENSBMSG00010000840,LMBRD2,ortholog_one2one,ENSPCTG00005013304,LMBRD2,ortholog_one2one,ENSPSNG00000005130,LMBRD2,ortholog_one2one,LMBRD2
ENSBTAG00000020152,ENSBMSG00010004979,PFDN2,ortholog_one2one,ENSPCTG00005012959,PFDN2,ortholog_one2one,ENSPSNG00000009235,PFDN2,ortholog_one2one,PFDN2
ENSBTAG00000020273,ENSBMSG00010002729,YOD1,ortholog_one2one,ENSPCTG00005012063,YOD1,ortholog_one2one,ENSPSNG00000015955,YOD1,ortholog_one2one,YOD1
ENSBTAG00000020307,ENSBMSG00010018839,C9orf78,ortholog_one2one,ENSPCTG00005011213,C13H9orf78,ortholog_one2one,,,,C11H9orf78
ENSBTAG00000020340,ENSBMSG00010014976,ZNF830,ortholog_one2one,,,,ENSPSNG00000011195,ZNF830,ortholog_one2one,ZNF830
ENSBTAG00000020367,ENSBMSG00010004377,SLC30A9,ortholog_one2one,ENSPCTG00005012190,SLC30A9,ortholog_one2one,ENSPSNG00000003050,SLC30A9,ortholog_one2one,SLC30A9
ENSBTAG00000020371,ENSBMSG00010013968,ACOT8,ortholog_one2one,ENSPCTG00005017849,ACOT8,ortholog_one2one,ENSPSNG00000014945,ACOT8,ortholog_one2one,ACOT8
ENSBTAG00000020421,ENSBMSG00010009596,SUPT16H,ortholog_one2one,ENSPCTG00005005521,SUPT16H,ortholog_one2one,ENSPSNG00000015312,SUPT16H,ortholog_one2one,SUPT16H
ENSBTAG00000020428,ENSBMSG00010021132,PAF1,ortholog_one2one,ENSPCTG00005008093,PAF1,ortholog_one2one,ENSPSNG00000021549,PAF1,ortholog_one2one,PAF1
ENSBTAG00000020429,ENSBMSG00010021171,MED29,ortholog_one2one,ENSPCTG00005008008,MED29,ortholog_one2one,ENSPSNG00000021499,MED29,ortholog_one2one,MED29
ENSBTAG00000020432,ENSBMSG00010017719,MIS12,ortholog_one2one,ENSPCTG00005020180,MIS12,ortholog_one2one,ENSPSNG00000021097,MIS12,ortholog_one2one,MIS12
ENSBTAG00000020475,ENSBMSG00010008163,VIPAS39,ortholog_one2one,ENSPCTG00005022757,VIPAS39,ortholog_one2one,ENSPSNG00000014361,VIPAS39,ortholog_one2one,VIPAS39
ENSBTAG00000020530,ENSBMSG00010014375,MTIF3,ortholog_one2one,ENSPCTG00005013236,MTIF3,ortholog_one2one,ENSPSNG00000009318,MTIF3,ortholog_one2one,MTIF3
ENSBTAG00000020610,ENSBMSG00010000923,,ortholog_one2one,ENSPCTG00005018802,,ortholog_one2one,ENSPSNG00000019067,,ortholog_one2one,ANKZF1
ENSBTAG00000020629,ENSBMSG00010018585,UTP18,ortholog_one2one,ENSPCTG00005015661,UTP18,ortholog_one2one,ENSPSNG00000021239,UTP18,ortholog_one2one,UTP18
ENSBTAG00000020662,ENSBMSG00010010323,SARNP,ortholog_one2one,ENSPCTG00005006888,SARNP,ortholog_one2one,ENSPSNG00000011927,SARNP,ortholog_one2one,SARNP
ENSBTAG00000020720,ENSBMSG00010008763,C1orf35,ortholog_one2one,ENSPCTG00005001766,C1orf35,ortholog_one2one,ENSPSNG00000007656,C1orf35,ortholog_one2one,C7H1orf35
ENSBTAG00000020782,ENSBMSG00010020670,CNOT1,ortholog_one2one,ENSPCTG00005021083,CNOT1,ortholog_one2one,ENSPSNG00000022274,CNOT1,ortholog_one2one,CNOT1
ENSBTAG00000020800,,,,ENSPCTG00005010939,BEND7,ortholog_one2one,,,,BEND7
ENSBTAG00000020850,ENSBMSG00010002328,MUL1,ortholog_one2one,ENSPCTG00005014574,MUL1,ortholog_one2one,ENSPSNG00000001815,MUL1,ortholog_one2one,MUL1
ENSBTAG00000020883,ENSBMSG00010005690,IL2,ortholog_one2one,ENSPCTG00005009921,IL2,ortholog_one2one,ENSPSNG00000003969,IL2,ortholog_one2one,IL2
ENSBTAG00000020907,ENSBMSG00010019863,PSMC3IP,ortholog_one2one,ENSPCTG00005010711,PSMC3IP,ortholog_one2one,ENSPSNG00000017363,PSMC3IP,ortholog_one2one,PSMC3IP
ENSBTAG00000020994,ENSBMSG00010015998,C17orf75,ortholog_one2one,ENSPCTG00005011314,C14H17orf75,ortholog_one2one,ENSPSNG00000022179,C17orf75,ortholog_one2one,C19H17orf75
ENSBTAG00000020996,ENSBMSG00010013098,,ortholog_one2one,,,,ENSPSNG00000003762,,ortholog_one2one,CLDND1
ENSBTAG00000020996,ENSBMSG00010013098,,ortholog_one2one,,,,ENSPSNG00000003762,,ortholog_one2one,CLDND1
ENSBTAG00000020999,ENSBMSG00010017897,DDB2,ortholog_one2one,ENSPCTG00005021776,DDB2,ortholog_one2one,ENSPSNG00000006057,DDB2,ortholog_one2one,DDB2
ENSBTAG00000021021,ENSBMSG00010016058,C15orf39,ortholog_one2one,ENSPCTG00005016453,C11H15orf39,ortholog_one2one,,,,C21H15orf39
ENSBTAG00000021102,ENSBMSG00010013816,GALM,ortholog_one2one,ENSPCTG00005006414,GALM,ortholog_one2one,ENSPSNG00000016020,GALM,ortholog_one2one,GALM
ENSBTAG00000021141,ENSBMSG00010016235,CD8A,ortholog_one2one,ENSPCTG00005006126,CD8A,ortholog_one2one,ENSPSNG00000010269,CD8A,ortholog_one2one,CD8A
ENSBTAG00000021227,ENSBMSG00010019941,,ortholog_one2one,ENSPCTG00005007140,ATP5PD,ortholog_one2one,ENSPSNG00000020406,ATP5PD,ortholog_one2one,ATP5PD
ENSBTAG00000021303,ENSBMSG00010022500,RSAD1,ortholog_one2one,ENSPCTG00005022518,RSAD1,ortholog_one2one,ENSPSNG00000022620,RSAD1,ortholog_one2one,RSAD1
ENSBTAG00000021304,ENSBMSG00010003494,TP53BP1,ortholog_one2one,ENSPCTG00005021432,TP53BP1,ortholog_one2one,ENSPSNG00000003964,TP53BP1,ortholog_one2one,TP53BP1
ENSBTAG00000021319,,,,,,,ENSPSNG00000010243,MFF,ortholog_one2one,MFF
ENSBTAG00000021319,,,,,,,ENSPSNG00000010243,MFF,ortholog_one2one,MFF
ENSBTAG00000021319,,,,,,,ENSPSNG00000010243,MFF,ortholog_one2one,MFF
ENSBTAG00000021319,,,,,,,ENSPSNG00000010243,MFF,ortholog_one2one,MFF
ENSBTAG00000021319,,,,,,,ENSPSNG00000010243,MFF,ortholog_one2one,MFF
ENSBTAG00000021319,,,,,,,ENSPSNG00000010243,MFF,ortholog_one2one,MFF
ENSBTAG00000021421,ENSBMSG00010018296,SSR4,ortholog_one2one,ENSPCTG00005021260,SSR4,ortholog_one2one,ENSPSNG00000021050,SSR4,ortholog_one2one,SSR4
ENSBTAG00000021449,ENSBMSG00010017074,DCAF13,ortholog_one2one,ENSPCTG00005021269,DCAF13,ortholog_one2one,ENSPSNG00000020283,DCAF13,ortholog_one2one,DCAF13
ENSBTAG00000021485,ENSBMSG00010014318,C1orf54,ortholog_one2one,ENSPCTG00005009937,C4H1orf54,ortholog_one2one,,,,C3H1orf54
ENSBTAG00000021607,ENSBMSG00010006699,NDUFAF2,ortholog_one2one,ENSPCTG00005010591,NDUFAF2,ortholog_one2one,ENSPSNG00000012193,NDUFAF2,ortholog_one2one,NDUFAF2
ENSBTAG00000021633,ENSBMSG00010007381,TDG,ortholog_one2one,ENSPCTG00005018640,TDG,ortholog_one2one,ENSPSNG00000004761,TDG,ortholog_one2one,TDG
ENSBTAG00000021637,ENSBMSG00010003595,POLR3C,ortholog_one2one,ENSPCTG00005012859,POLR3C,ortholog_one2one,ENSPSNG00000000389,POLR3C,ortholog_one2one,POLR3C
ENSBTAG00000021660,ENSBMSG00010009856,IKBIP,ortholog_one2one,ENSPCTG00005007080,IKBIP,ortholog_one2one,ENSPSNG00000011556,IKBIP,ortholog_one2one,IKBIP
ENSBTAG00000021661,ENSBMSG00010009889,APAF1,ortholog_one2one,ENSPCTG00005007208,APAF1,ortholog_one2one,ENSPSNG00000011279,APAF1,ortholog_one2one,APAF1
ENSBTAG00000021671,ENSBMSG00010009612,METTL18,ortholog_one2one,ENSPCTG00005003983,METTL18,ortholog_one2one,ENSPSNG00000012677,METTL18,ortholog_one2one,METTL18
ENSBTAG00000021695,ENSBMSG00010007857,GLYCTK,ortholog_one2one,ENSPCTG00005006490,GLYCTK,ortholog_one2one,ENSPSNG00000006648,GLYCTK,ortholog_one2one,GLYCTK
ENSBTAG00000021720,ENSBMSG00010022510,MRPL27,ortholog_one2one,ENSPCTG00005022528,MRPL27,ortholog_one2one,ENSPSNG00000013243,MRPL27,ortholog_one2one,MRPL27
ENSBTAG00000021796,ENSBMSG00010009532,C12orf43,ortholog_one2one,ENSPCTG00005019144,C19H12orf43,ortholog_one2one,ENSPSNG00000005939,C12orf43,ortholog_one2one,C17H12orf43
ENSBTAG00000021829,ENSBMSG00010002617,GM2A,ortholog_one2one,ENSPCTG00005000980,GM2A,ortholog_one2one,ENSPSNG00000014888,GM2A,ortholog_one2one,GM2A
ENSBTAG00000021931,ENSBMSG00010020546,C17orf49,ortholog_one2one,ENSPCTG00005016760,C14H17orf49,ortholog_one2one,ENSPSNG00000017667,,ortholog_one2one,C19H17orf49
ENSBTAG00000021944,ENSBMSG00010005489,RTRAF,ortholog_one2one,ENSPCTG00005020937,RTRAF,ortholog_one2one,ENSPSNG00000017269,RTRAF,ortholog_one2one,RTRAF
ENSBTAG00000022022,ENSBMSG00010018034,GUCD1,ortholog_one2one,ENSPCTG00005020968,GUCD1,ortholog_one2one,ENSPSNG00000016033,,ortholog_one2one,GUCD1
ENSBTAG00000022030,ENSBMSG00010014261,C22orf15,ortholog_one2one,ENSPCTG00005014408,C22orf15,ortholog_one2one,ENSPSNG00000013781,C22orf15,ortholog_one2one,C17H22orf15
ENSBTAG00000022114,ENSBMSG00010019486,TMEM65,ortholog_one2one,ENSPCTG00005009003,TMEM65,ortholog_one2one,ENSPSNG00000013119,TMEM65,ortholog_one2one,TMEM65
ENSBTAG00000022520,ENSBMSG00010013927,BRCA1,ortholog_one2one,,,,ENSPSNG00000014034,BRCA1,ortholog_one2one,BRCA1
ENSBTAG00000022520,ENSBMSG00010013927,BRCA1,ortholog_one2one,,,,ENSPSNG00000014034,BRCA1,ortholog_one2one,BRCA1
ENSBTAG00000022632,ENSBMSG00010010765,TCTA,ortholog_one2one,ENSPCTG00005010398,TCTA,ortholog_one2one,ENSPSNG00000004703,TCTA,ortholog_one2one,TCTA
ENSBTAG00000022986,ENSBMSG00010018738,TAFA5,ortholog_one2one,ENSPCTG00005001756,TAFA5,ortholog_one2one,ENSPSNG00000020009,TAFA5,ortholog_one2one,TAFA5
ENSBTAG00000023453,ENSBMSG00010018474,ACTMAP,ortholog_one2one,ENSPCTG00005005852,CUNH19orf54,ortholog_one2one,ENSPSNG00000018872,ACTMAP,ortholog_one2one,ACTMAP
ENSBTAG00000023632,ENSBMSG00010016923,FBXL8,ortholog_one2one,ENSPCTG00005015852,FBXL8,ortholog_one2one,ENSPSNG00000017855,FBXL8,ortholog_one2one,FBXL8
ENSBTAG00000023814,ENSBMSG00010003476,ECT2,ortholog_one2one,ENSPCTG00005002261,ECT2,ortholog_one2one,ENSPSNG00000004241,ECT2,ortholog_one2one,ECT2
ENSBTAG00000023831,ENSBMSG00010012038,ELP4,ortholog_one2one,ENSPCTG00005012607,ELP4,ortholog_one2one,ENSPSNG00000014087,ELP4,ortholog_one2one,ELP4
ENSBTAG00000023989,ENSBMSG00010007664,,ortholog_one2one,,,,ENSPSNG00000009351,MSANTD4,ortholog_one2one,MSANTD4
ENSBTAG00000023989,ENSBMSG00010007664,,ortholog_one2one,,,,ENSPSNG00000009351,MSANTD4,ortholog_one2one,MSANTD4
ENSBTAG00000024701,ENSBMSG00010006032,TIMM10,ortholog_one2one,ENSPCTG00005013454,TIMM10,ortholog_one2one,ENSPSNG00000015152,TIMM10,ortholog_one2one,TIMM10
ENSBTAG00000024803,ENSBMSG00010007966,ENDOD1,ortholog_one2one,ENSPCTG00005011905,ENDOD1,ortholog_one2one,ENSPSNG00000012066,ENDOD1,ortholog_one2one,ENDOD1
ENSBTAG00000025078,ENSBMSG00010014593,LRRC75A,ortholog_one2one,ENSPCTG00005008524,LRRC75A,ortholog_one2one,ENSPSNG00000015214,LRRC75A,ortholog_one2one,LRRC75A
ENSBTAG00000025149,ENSBMSG00010017979,RPAIN,ortholog_one2one,ENSPCTG00005019478,RPAIN,ortholog_one2one,ENSPSNG00000020831,RPAIN,ortholog_one2one,RPAIN
ENSBTAG00000025233,ENSBMSG00010010174,CBARP,ortholog_one2one,ENSPCTG00005018562,CBARP,ortholog_one2one,ENSPSNG00000012681,CBARP,ortholog_one2one,CBARP
ENSBTAG00000025452,ENSBMSG00010009060,SF3A2,ortholog_one2one,ENSPCTG00005019945,,ortholog_one2one,ENSPSNG00000017010,SF3A2,ortholog_one2one,SF3A2
ENSBTAG00000025540,ENSBMSG00010002973,ALKBH7,ortholog_one2one,ENSPCTG00005020172,ALKBH7,ortholog_one2one,ENSPSNG00000018862,ALKBH7,ortholog_one2one,ALKBH7
ENSBTAG00000025632,,,,ENSPCTG00005017288,,ortholog_one2one,,,,NOP10
ENSBTAG00000025632,,,,ENSPCTG00005017288,,ortholog_one2one,,,,NOP10
ENSBTAG00000025755,ENSBMSG00010011032,RNF212B,ortholog_one2one,ENSPCTG00005015825,RNF212B,ortholog_one2one,ENSPSNG00000020470,RNF212B,ortholog_one2one,RNF212B
ENSBTAG00000025817,,,,ENSPCTG00005011972,BORCS8,ortholog_one2one,,,,BORCS8
ENSBTAG00000026624,ENSBMSG00010011375,ETFRF1,ortholog_one2one,ENSPCTG00005019366,ETFRF1,ortholog_one2one,ENSPSNG00000007433,ETFRF1,ortholog_one2one,ETFRF1
ENSBTAG00000026684,ENSBMSG00010005384,SYNC,ortholog_one2one,ENSPCTG00005000540,SYNC,ortholog_one2one,ENSPSNG00000009882,SYNC,ortholog_one2one,SYNC
ENSBTAG00000026716,ENSBMSG00010014267,IBTK,ortholog_one2one,ENSPCTG00005002273,IBTK,ortholog_one2one,ENSPSNG00000008931,IBTK,ortholog_one2one,IBTK
ENSBTAG00000026962,ENSBMSG00010014608,XPOT,ortholog_one2one,ENSPCTG00005002178,XPOT,ortholog_one2one,ENSPSNG00000006278,XPOT,ortholog_one2one,XPOT
ENSBTAG00000027159,ENSBMSG00010005341,ZBTB8OS,ortholog_one2one,ENSPCTG00005000576,ZBTB8OS,ortholog_one2one,ENSPSNG00000009611,ZBTB8OS,ortholog_one2one,ZBTB8OS
ENSBTAG00000027361,ENSBMSG00010013112,ROMO1,ortholog_one2one,ENSPCTG00005007285,ROMO1,ortholog_one2one,ENSPSNG00000009023,,ortholog_one2one,ROMO1
ENSBTAG00000027562,ENSBMSG00010014231,FREY1,ortholog_one2one,ENSPCTG00005016710,C16H11orf94,ortholog_one2one,ENSPSNG00000004225,FREY1,ortholog_one2one,FREY1
ENSBTAG00000027642,ENSBMSG00010021773,C11orf42,ortholog_one2one,ENSPCTG00005021938,C16H11orf42,ortholog_one2one,ENSPSNG00000009276,C11orf42,ortholog_one2one,C15H11orf42
ENSBTAG00000027676,ENSBMSG00010019943,IL18BP,ortholog_one2one,ENSPCTG00005020194,IL18BP,ortholog_one2one,ENSPSNG00000006755,IL18BP,ortholog_one2one,IL18BP
ENSBTAG00000027900,ENSBMSG00010008720,LRRIQ1,ortholog_one2one,ENSPCTG00005020500,LRRIQ1,ortholog_one2one,ENSPSNG00000005070,LRRIQ1,ortholog_one2one,LRRIQ1
ENSBTAG00000029860,,,,,,,ENSPSNG00000019411,,ortholog_one2one,
ENSBTAG00000029948,ENSBMSG00010018973,,ortholog_one2one,ENSPCTG00005008973,,ortholog_one2one,ENSPSNG00000019423,,ortholog_one2one,
ENSBTAG00000030302,ENSBMSG00010006887,EDF1,ortholog_one2one,,,,ENSPSNG00000002285,EDF1,ortholog_one2one,EDF1
ENSBTAG00000030302,ENSBMSG00010006887,EDF1,ortholog_one2one,,,,ENSPSNG00000002285,EDF1,ortholog_one2one,EDF1
ENSBTAG00000030557,ENSBMSG00010006623,LIN52,ortholog_one2one,ENSPCTG00005022555,LIN52,ortholog_one2one,ENSPSNG00000017321,LIN52,ortholog_one2one,LIN52
ENSBTAG00000030589,ENSBMSG00010001310,TMCO6,ortholog_one2one,ENSPCTG00005019801,TMCO6,ortholog_one2one,ENSPSNG00000010357,TMCO6,ortholog_one2one,TMCO6
ENSBTAG00000030608,ENSBMSG00010016121,SWI5,ortholog_one2one,ENSPCTG00005021980,SWI5,ortholog_one2one,ENSPSNG00000018049,SWI5,ortholog_one2one,SWI5
ENSBTAG00000030881,ENSBMSG00010006197,TMEM260,ortholog_one2one,ENSPCTG00005022736,TMEM260,ortholog_one2one,ENSPSNG00000007769,TMEM260,ortholog_one2one,TMEM260
ENSBTAG00000031018,ENSBMSG00010016490,,ortholog_one2one,ENSPCTG00005010751,,ortholog_one2one,ENSPSNG00000010378,,ortholog_one2one,
ENSBTAG00000031185,ENSBMSG00010010722,ATRAID,ortholog_one2one,ENSPCTG00005005687,ATRAID,ortholog_one2one,ENSPSNG00000004673,ATRAID,ortholog_one2one,ATRAID
ENSBTAG00000031433,ENSBMSG00010002805,TEX9,ortholog_one2one,ENSPCTG00005004786,TEX9,ortholog_one2one,ENSPSNG00000002550,TEX9,ortholog_one2one,TEX9
ENSBTAG00000031473,ENSBMSG00010003997,ORC2,ortholog_one2one,ENSPCTG00005001802,ORC2,ortholog_one2one,ENSPSNG00000017971,ORC2,ortholog_one2one,ORC2
ENSBTAG00000031544,ENSBMSG00010009923,DDIT3,ortholog_one2one,,,,ENSPSNG00000009627,DDIT3,ortholog_one2one,DDIT3
ENSBTAG00000031544,ENSBMSG00010009923,DDIT3,ortholog_one2one,,,,ENSPSNG00000009627,DDIT3,ortholog_one2one,DDIT3
ENSBTAG00000031709,ENSBMSG00010000684,PDCD10,ortholog_one2one,ENSPCTG00005000801,PDCD10,ortholog_one2one,ENSPSNG00000001826,PDCD10,ortholog_one2one,PDCD10
ENSBTAG00000031793,ENSBMSG00010001295,NUDT2,ortholog_one2one,ENSPCTG00005002387,NUDT2,ortholog_one2one,ENSPSNG00000000100,NUDT2,ortholog_one2one,NUDT2
ENSBTAG00000031981,ENSBMSG00010003922,LRRC57,ortholog_one2one,ENSPCTG00005011320,LRRC57,ortholog_one2one,ENSPSNG00000000119,LRRC57,ortholog_one2one,LRRC57
