Gene stable ID,Zebra finch gene stable ID,Zebra finch gene name,Zebra finch homology type,Great Tit gene stable ID,Great Tit gene name,Great Tit homology type,Kakapo gene stable ID,Kakapo gene name,Kakapo homology type,Gene name
ENSGALG00010016959,ENSTGUG00000004253,PERCC1,ortholog_one2one,,,,ENSSHBG00005002806,PERCC1,ortholog_one2one,PERCC1
ENSGALG00010016967,ENSTGUG00000007266,ERLEC1,ortholog_one2one,ENSPMJG00000013946,ERLEC1,ortholog_one2one,ENSSHBG00005003920,ERLEC1,ortholog_one2one,ERLEC1
ENSGALG00010016974,,,,,,,ENSSHBG00005012849,CFAP96,ortholog_one2one,CFAP96
ENSGALG00010016980,ENSTGUG00000007320,NPHP1,ortholog_one2one,ENSPMJG00000013904,NPHP1,ortholog_one2one,,,,NPHP1
ENSGALG00010017038,ENSTGUG00000006571,ZNF598,ortholog_one2one,ENSPMJG00000017656,ZNF598,ortholog_one2one,ENSSHBG00005010821,ZNF598,ortholog_one2one,ZNF598
ENSGALG00010017041,ENSTGUG00000013008,JKAMP,ortholog_one2one,ENSPMJG00000002359,JKAMP,ortholog_one2one,ENSSHBG00005009664,JKAMP,ortholog_one2one,JKAMP
ENSGALG00010017050,ENSTGUG00000013009,L3HYPDH,ortholog_one2one,ENSPMJG00000002365,L3HYPDH,ortholog_one2one,ENSSHBG00005009659,L3HYPDH,ortholog_one2one,L3HYPDH
ENSGALG00010017080,ENSTGUG00000006104,,ortholog_one2one,ENSPMJG00000000126,PALB2,ortholog_one2one,ENSSHBG00005020165,PALB2,ortholog_one2one,PALB2
ENSGALG00010017096,ENSTGUG00000006131,DCTN5,ortholog_one2one,ENSPMJG00000000199,DCTN5,ortholog_one2one,ENSSHBG00005020170,DCTN5,ortholog_one2one,DCTN5
ENSGALG00010017106,ENSTGUG00000009095,CRYM,ortholog_one2one,ENSPMJG00000017165,CRYM,ortholog_one2one,ENSSHBG00005004498,CRYM,ortholog_one2one,CRYM
ENSGALG00010017169,ENSTGUG00000020389,CCDC198,ortholog_one2one,ENSPMJG00000003319,CCDC198,ortholog_one2one,,,,CCDC198
ENSGALG00010017187,ENSTGUG00000012812,ZNF839,ortholog_one2one,ENSPMJG00000017320,ZNF839,ortholog_one2one,ENSSHBG00005010446,ZNF839,ortholog_one2one,ZNF839
ENSGALG00010017201,ENSTGUG00000013050,AP5M1,ortholog_one2one,ENSPMJG00000003336,AP5M1,ortholog_one2one,ENSSHBG00005005006,AP5M1,ortholog_one2one,AP5M1
ENSGALG00010017208,ENSTGUG00000012815,CINP,ortholog_one2one,ENSPMJG00000017321,CINP,ortholog_one2one,ENSSHBG00005010419,CINP,ortholog_one2one,CINP
ENSGALG00010017211,ENSTGUG00000029650,UBFD1,ortholog_one2one,ENSPMJG00000000496,UBFD1,ortholog_one2one,ENSSHBG00005020328,UBFD1,ortholog_one2one,UBFD1
ENSGALG00010017223,ENSTGUG00000003958,NOC2L,ortholog_one2one,ENSPMJG00000014512,NOC2L,ortholog_one2one,ENSSHBG00005016429,NOC2L,ortholog_one2one,NOC2L
ENSGALG00010017252,ENSTGUG00000013051,EXOC5,ortholog_one2one,ENSPMJG00000003341,EXOC5,ortholog_one2one,ENSSHBG00005005021,EXOC5,ortholog_one2one,EXOC5
ENSGALG00010017307,ENSTGUG00000019885,TMEM186,ortholog_one2one,ENSPMJG00000010328,TMEM186,ortholog_one2one,ENSSHBG00005001951,TMEM186,ortholog_one2one,TMEM186
ENSGALG00010017327,,,,,,,ENSSHBG00005011786,CLN6,ortholog_one2one,CLN6
ENSGALG00010017327,,,,,,,ENSSHBG00005011786,CLN6,ortholog_one2one,CLN6
ENSGALG00010017356,ENSTGUG00000009495,NSMCE1,ortholog_one2one,ENSPMJG00000000727,NSMCE1,ortholog_one2one,ENSSHBG00005020395,NSMCE1,ortholog_one2one,NSMCE1
ENSGALG00010017391,ENSTGUG00000003176,CRAMP1,ortholog_one2one,ENSPMJG00000008175,CRAMP1,ortholog_one2one,ENSSHBG00005001854,CRAMP1,ortholog_one2one,CRAMP1
ENSGALG00010017449,ENSTGUG00000002195,TRMT6,ortholog_one2one,ENSPMJG00000002846,TRMT6,ortholog_one2one,ENSSHBG00005014364,TRMT6,ortholog_one2one,TRMT6
ENSGALG00010017464,ENSTGUG00000010489,SH3BP2,ortholog_one2one,ENSPMJG00000016718,SH3BP2,ortholog_one2one,ENSSHBG00005016003,SH3BP2,ortholog_one2one,SH3BP2
ENSGALG00010017503,ENSTGUG00000028820,MED9,ortholog_one2one,ENSPMJG00000017426,MED9,ortholog_one2one,ENSSHBG00005010021,MED9,ortholog_one2one,MED9
ENSGALG00010017561,ENSTGUG00000010519,CFAP99,ortholog_one2one,ENSPMJG00000016737,CFAP99,ortholog_one2one,ENSSHBG00005014309,CFAP99,ortholog_one2one,CFAP99
ENSGALG00010017572,ENSTGUG00000016586,,ortholog_one2one,ENSPMJG00000006129,,ortholog_one2one,ENSSHBG00005007850,,ortholog_one2one,CNP3
ENSGALG00010017581,,,,,,,ENSSHBG00005003106,EFCAB11,ortholog_one2one,EFCAB11
ENSGALG00010017589,ENSTGUG00000007278,ATPAF2,ortholog_one2one,ENSPMJG00000017434,ATPAF2,ortholog_one2one,ENSSHBG00005011143,ATPAF2,ortholog_one2one,ATPAF2
ENSGALG00010017592,ENSTGUG00000027547,GID4,ortholog_one2one,ENSPMJG00000017435,GID4,ortholog_one2one,ENSSHBG00005011171,GID4,ortholog_one2one,GID4
ENSGALG00010017596,ENSTGUG00000012443,TDP1,ortholog_one2one,ENSPMJG00000016914,TDP1,ortholog_one2one,ENSSHBG00005003066,TDP1,ortholog_one2one,TDP1
ENSGALG00010017628,ENSTGUG00000012462,NRDE2,ortholog_one2one,ENSPMJG00000016917,NRDE2,ortholog_one2one,ENSSHBG00005002900,NRDE2,ortholog_one2one,NRDE2
ENSGALG00010017662,ENSTGUG00000001889,GOLGA4,ortholog_one2one,ENSPMJG00000018065,GOLGA4,ortholog_one2one,ENSSHBG00005010661,GOLGA4,ortholog_one2one,GOLGA4
ENSGALG00010017669,ENSTGUG00000025709,,ortholog_one2one,ENSPMJG00000000096,,ortholog_one2one,ENSSHBG00005020158,,ortholog_one2one,
ENSGALG00010017705,ENSTGUG00000017303,MAK16,ortholog_one2one,ENSPMJG00000017803,MAK16,ortholog_one2one,ENSSHBG00005007784,MAK16,ortholog_one2one,MAK16
ENSGALG00010017726,ENSTGUG00000023218,TTI2,ortholog_one2one,ENSPMJG00000017804,TTI2,ortholog_one2one,ENSSHBG00005007805,TTI2,ortholog_one2one,TTI2
ENSGALG00010017741,ENSTGUG00000007112,SMCR8,ortholog_one2one,ENSPMJG00000017443,SMCR8,ortholog_one2one,ENSSHBG00005013401,SMCR8,ortholog_one2one,SMCR8
ENSGALG00010017742,ENSTGUG00000012521,DGLUCY,ortholog_one2one,ENSPMJG00000016922,DGLUCY,ortholog_one2one,ENSSHBG00005002668,DGLUCY,ortholog_one2one,DGLUCY
ENSGALG00010017757,,,,ENSPMJG00000009255,SVBP,ortholog_one2one,,,,SVBP
ENSGALG00010017757,,,,ENSPMJG00000009255,SVBP,ortholog_one2one,,,,SVBP
ENSGALG00010017770,ENSTGUG00000010760,PTCD3,ortholog_one2one,ENSPMJG00000016786,PTCD3,ortholog_one2one,ENSSHBG00005020614,PTCD3,ortholog_one2one,PTCD3
ENSGALG00010017771,ENSTGUG00000002369,PNO1,ortholog_one2one,ENSPMJG00000001695,PNO1,ortholog_one2one,ENSSHBG00005015242,PNO1,ortholog_one2one,PNO1
ENSGALG00010017774,ENSTGUG00000004741,ASH2L,ortholog_one2one,ENSPMJG00000017946,ASH2L,ortholog_one2one,ENSSHBG00005008073,ASH2L,ortholog_one2one,ASH2L
ENSGALG00010017780,ENSTGUG00000002603,TAF9,ortholog_one2one,ENSPMJG00000007895,TAF9,ortholog_one2one,ENSSHBG00005015836,TAF9,ortholog_one2one,TAF9
ENSGALG00010017789,ENSTGUG00000010776,IMMT,ortholog_one2one,ENSPMJG00000016788,IMMT,ortholog_one2one,ENSSHBG00005020608,IMMT,ortholog_one2one,IMMT
ENSGALG00010017807,ENSTGUG00000010799,MRPL35,ortholog_one2one,ENSPMJG00000016789,MRPL35,ortholog_one2one,ENSSHBG00005020600,MRPL35,ortholog_one2one,MRPL35
ENSGALG00010017815,ENSTGUG00000009182,INTS14,ortholog_one2one,ENSPMJG00000009916,INTS14,ortholog_one2one,ENSSHBG00005009649,INTS14,ortholog_one2one,VWA9
ENSGALG00010017849,ENSTGUG00000026746,FBXO48,ortholog_one2one,ENSPMJG00000001663,FBXO48,ortholog_one2one,ENSSHBG00005015269,FBXO48,ortholog_one2one,FBXO48
ENSGALG00010017867,ENSTGUG00000028592,,ortholog_one2one,ENSPMJG00000001658,APLF,ortholog_one2one,ENSSHBG00005015272,APLF,ortholog_one2one,APLF
ENSGALG00010017890,ENSTGUG00000007360,ANAPC1,ortholog_one2one,ENSPMJG00000013846,ANAPC1,ortholog_one2one,ENSSHBG00005004106,ANAPC1,ortholog_one2one,ANAPC1
ENSGALG00010017895,ENSTGUG00000012990,MNAT1,ortholog_one2one,ENSPMJG00000002122,MNAT1,ortholog_one2one,ENSSHBG00005009747,MNAT1,ortholog_one2one,MNAT1
ENSGALG00010017957,ENSTGUG00000009247,THUMPD1,ortholog_one2one,ENSPMJG00000017137,THUMPD1,ortholog_one2one,ENSSHBG00005003107,THUMPD1,ortholog_one2one,THUMPD1
ENSGALG00010017962,,,,ENSPMJG00000011869,TXNDC16,ortholog_one2one,ENSSHBG00005004741,TXNDC16,ortholog_one2one,TXNDC16
ENSGALG00010017962,,,,ENSPMJG00000011869,TXNDC16,ortholog_one2one,ENSSHBG00005004741,TXNDC16,ortholog_one2one,TXNDC16
ENSGALG00010018014,ENSTGUG00000009197,LYRM1,ortholog_one2one,ENSPMJG00000017146,LYRM1,ortholog_one2one,ENSSHBG00005003308,LYRM1,ortholog_one2one,LYRM1
ENSGALG00010018020,,,,ENSPMJG00000009967,SNAPC5,ortholog_one2one,ENSSHBG00005009047,SNAPC5,ortholog_one2one,SNAPC5
ENSGALG00010018026,ENSTGUG00000010586,CCDC39,ortholog_one2one,ENSPMJG00000002417,CCDC39,ortholog_one2one,ENSSHBG00005012103,CCDC39,ortholog_one2one,CCDC39
ENSGALG00010018039,ENSTGUG00000010592,TTC14,ortholog_one2one,ENSPMJG00000002481,TTC14,ortholog_one2one,ENSSHBG00005012064,TTC14,ortholog_one2one,TTC14
ENSGALG00010018075,ENSTGUG00000023531,MLST8,ortholog_one2one,ENSPMJG00000019241,MLST8,ortholog_one2one,ENSSHBG00005020018,MLST8,ortholog_one2one,MLST8
ENSGALG00010018137,ENSTGUG00000010639,NDUFB5,ortholog_one2one,ENSPMJG00000002618,NDUFB5,ortholog_one2one,ENSSHBG00005010573,NDUFB5,ortholog_one2one,NDUFB5
ENSGALG00010018143,ENSTGUG00000010649,MRPL47,ortholog_one2one,ENSPMJG00000002630,MRPL47,ortholog_one2one,ENSSHBG00005010546,MRPL47,ortholog_one2one,MRPL47
ENSGALG00010018150,ENSTGUG00000009497,AAGAB,ortholog_one2one,ENSPMJG00000009992,AAGAB,ortholog_one2one,ENSSHBG00005000737,AAGAB,ortholog_one2one,AAGAB
ENSGALG00010018179,ENSTGUG00000015425,PRADC1,ortholog_one2one,ENSPMJG00000004153,PRADC1,ortholog_one2one,ENSSHBG00005020157,PRADC1,ortholog_one2one,PRADC1
ENSGALG00010018183,ENSTGUG00000010219,CYP17A1,ortholog_one2one,ENSPMJG00000004801,CYP17A1,ortholog_one2one,ENSSHBG00005003271,CYP17A1,ortholog_one2one,CYP17A1
ENSGALG00010018189,ENSTGUG00000013225,,ortholog_one2one,ENSPMJG00000013906,,ortholog_one2one,ENSSHBG00005006959,,ortholog_one2one,MIS18BP1
ENSGALG00010018192,ENSTGUG00000009504,IQCH,ortholog_one2one,ENSPMJG00000009995,IQCH,ortholog_one2one,ENSSHBG00005000728,IQCH,ortholog_one2one,IQCH
ENSGALG00010018199,ENSTGUG00000010228,BORCS7,ortholog_one2one,ENSPMJG00000004813,BORCS7,ortholog_one2one,ENSSHBG00005003312,BORCS7,ortholog_one2one,BORCS7
ENSGALG00010018312,ENSTGUG00000013235,PRPF39,ortholog_one2one,ENSPMJG00000013911,PRPF39,ortholog_one2one,ENSSHBG00005007060,PRPF39,ortholog_one2one,PRPF39
ENSGALG00010018338,ENSTGUG00000001714,,ortholog_one2one,ENSPMJG00000011862,,ortholog_one2one,ENSSHBG00005018097,,ortholog_one2one,PDCD6IP
ENSGALG00010018403,,,,ENSPMJG00000008363,,ortholog_one2one,,,,CCDC78
ENSGALG00010018427,ENSTGUG00000028368,PIGF,ortholog_one2one,ENSPMJG00000014585,PIGF,ortholog_one2one,ENSSHBG00005010681,PIGF,ortholog_one2one,PIGF
ENSGALG00010018440,ENSTGUG00000004930,MEA1,ortholog_one2one,ENSPMJG00000003501,MEA1,ortholog_one2one,ENSSHBG00005014533,MEA1,ortholog_one2one,MEA1
ENSGALG00010018470,ENSTGUG00000004420,IQCB1,ortholog_one2one,ENSPMJG00000019875,IQCB1,ortholog_one2one,ENSSHBG00005014437,IQCB1,ortholog_one2one,IQCB1
ENSGALG00010018496,,,,ENSPMJG00000017592,GNG13,ortholog_one2one,ENSSHBG00005017717,GNG13,ortholog_one2one,GNG13
ENSGALG00010018496,,,,ENSPMJG00000017592,GNG13,ortholog_one2one,ENSSHBG00005017717,GNG13,ortholog_one2one,GNG13
ENSGALG00010018497,ENSTGUG00000004187,ASTE1,ortholog_one2one,ENSPMJG00000007774,ASTE1,ortholog_one2one,,,,ASTE1
ENSGALG00010018497,ENSTGUG00000004187,ASTE1,ortholog_one2one,ENSPMJG00000007774,ASTE1,ortholog_one2one,,,,ASTE1
ENSGALG00010018501,ENSTGUG00000013072,ATG14,ortholog_one2one,ENSPMJG00000011808,ATG14,ortholog_one2one,ENSSHBG00005005079,ATG14,ortholog_one2one,ATG14
ENSGALG00010018505,,,,ENSPMJG00000017598,CHTF18,ortholog_one2one,ENSSHBG00005000709,CHTF18,ortholog_one2one,CHTF18
ENSGALG00010018505,,,,ENSPMJG00000017598,CHTF18,ortholog_one2one,ENSSHBG00005000709,CHTF18,ortholog_one2one,CHTF18
ENSGALG00010018523,ENSTGUG00000007329,TEX11,ortholog_one2one,ENSPMJG00000011463,TEX11,ortholog_one2one,,,,TEX11
ENSGALG00010018535,ENSTGUG00000021975,FAM174B,ortholog_one2one,,,,ENSSHBG00005018738,FAM174B,ortholog_one2one,FAM174B
ENSGALG00010018557,ENSTGUG00000003366,TBCC,ortholog_one2one,,,,ENSSHBG00005006942,TBCC,ortholog_one2one,TBCC
ENSGALG00010018568,,,,,,,ENSSHBG00005006158,FAM136A,ortholog_one2one,FAM136A
ENSGALG00010018568,,,,,,,ENSSHBG00005006158,FAM136A,ortholog_one2one,FAM136A
ENSGALG00010018581,ENSTGUG00000010131,SUFU,ortholog_one2one,ENSPMJG00000004763,SUFU,ortholog_one2one,ENSSHBG00005003152,SUFU,ortholog_one2one,SUFU
ENSGALG00010018588,ENSTGUG00000005839,POLR3F,ortholog_one2one,ENSPMJG00000004232,POLR3F,ortholog_one2one,ENSSHBG00005015359,POLR3F,ortholog_one2one,POLR3F
ENSGALG00010018606,ENSTGUG00000005864,DZANK1,ortholog_one2one,ENSPMJG00000004216,DZANK1,ortholog_one2one,ENSSHBG00005015352,DZANK1,ortholog_one2one,DZANK1
ENSGALG00010018633,ENSTGUG00000023902,,ortholog_one2one,,,,,,,
ENSGALG00010018644,ENSTGUG00000002450,ESF1,ortholog_one2one,ENSPMJG00000001267,ESF1,ortholog_one2one,ENSSHBG00005015721,ESF1,ortholog_one2one,ESF1
ENSGALG00010018694,ENSTGUG00000005912,MGME1,ortholog_one2one,ENSPMJG00000004199,MGME1,ortholog_one2one,ENSSHBG00005015217,MGME1,ortholog_one2one,MGME1
ENSGALG00010018713,ENSTGUG00000003443,,ortholog_one2one,ENSPMJG00000008352,,ortholog_one2one,ENSSHBG00005003463,,ortholog_one2one,
ENSGALG00010018727,ENSTGUG00000002529,PARK7,ortholog_one2one,ENSPMJG00000010430,PARK7,ortholog_one2one,ENSSHBG00005018698,PARK7,ortholog_one2one,PARK7
ENSGALG00010018736,ENSTGUG00000003438,,ortholog_one2one,ENSPMJG00000008351,,ortholog_one2one,ENSSHBG00005003447,,ortholog_one2one,EEF2KMT
ENSGALG00010018767,ENSTGUG00000026681,NDUFB6,ortholog_one2one,ENSPMJG00000008350,,ortholog_one2one,ENSSHBG00005003427,NDUFB6,ortholog_one2one,NDUFB6
ENSGALG00010018770,ENSTGUG00000002545,UTS2,ortholog_one2one,ENSPMJG00000010432,UTS2,ortholog_one2one,ENSSHBG00005018706,UTS2,ortholog_one2one,UTS2
ENSGALG00010018780,ENSTGUG00000013080,WDHD1,ortholog_one2one,ENSPMJG00000011814,WDHD1,ortholog_one2one,ENSSHBG00005004583,WDHD1,ortholog_one2one,WDHD1
ENSGALG00010018847,ENSTGUG00000013088,CGRRF1,ortholog_one2one,ENSPMJG00000011817,CGRRF1,ortholog_one2one,ENSSHBG00005004610,CGRRF1,ortholog_one2one,CGRRF1
ENSGALG00010018852,,,,ENSPMJG00000017649,NDUFB10,ortholog_one2one,ENSSHBG00005010570,NDUFB10,ortholog_one2one,NDUFB10
ENSGALG00010018852,,,,ENSPMJG00000017649,NDUFB10,ortholog_one2one,ENSSHBG00005010570,NDUFB10,ortholog_one2one,NDUFB10
ENSGALG00010018876,,,,ENSPMJG00000011818,GMFB,ortholog_one2one,ENSSHBG00005004616,GMFB,ortholog_one2one,GMFB
ENSGALG00010018923,ENSTGUG00000002268,VPS54,ortholog_one2one,ENSPMJG00000002369,VPS54,ortholog_one2one,ENSSHBG00005015051,VPS54,ortholog_one2one,VPS54
ENSGALG00010018925,ENSTGUG00000008844,LINS1,ortholog_one2one,ENSPMJG00000009754,LINS1,ortholog_one2one,ENSSHBG00005017706,LINS1,ortholog_one2one,LINS1
ENSGALG00010018948,ENSTGUG00000008986,POLR3E,ortholog_one2one,ENSPMJG00000017173,POLR3E,ortholog_one2one,ENSSHBG00005004704,POLR3E,ortholog_one2one,POLR3E
ENSGALG00010018993,,,,,,,ENSSHBG00005014660,,ortholog_one2one,
ENSGALG00010018998,ENSTGUG00000021284,RPS29,ortholog_one2one,,,,ENSSHBG00005006888,RPS29,ortholog_one2one,RPS29
ENSGALG00010019005,ENSTGUG00000008965,,ortholog_one2one,ENSPMJG00000017175,,ortholog_one2one,ENSSHBG00005004725,,ortholog_one2one,
ENSGALG00010019024,ENSTGUG00000005218,CNPY3,ortholog_one2one,ENSPMJG00000004045,CNPY3,ortholog_one2one,ENSSHBG00005014649,CNPY3,ortholog_one2one,CNPY3
ENSGALG00010019027,ENSTGUG00000019411,,ortholog_one2one,ENSPMJG00000015572,,ortholog_one2one,,,,GNLY
ENSGALG00010019041,ENSTGUG00000004540,KATNIP,ortholog_one2one,ENSPMJG00000010281,KATNIP,ortholog_one2one,ENSSHBG00005002257,,ortholog_one2one,KATNIP
ENSGALG00010019043,ENSTGUG00000008956,METTL9,ortholog_one2one,ENSPMJG00000017176,METTL9,ortholog_one2one,ENSSHBG00005004730,METTL9,ortholog_one2one,METTL9
ENSGALG00010019049,ENSTGUG00000003553,POLD2,ortholog_one2one,ENSPMJG00000015573,POLD2,ortholog_one2one,ENSSHBG00005013663,POLD2,ortholog_one2one,POLD2
ENSGALG00010019062,ENSTGUG00000006727,PUS10,ortholog_one2one,ENSPMJG00000014637,PUS10,ortholog_one2one,ENSSHBG00005002835,PUS10,ortholog_one2one,PUS10
ENSGALG00010019067,ENSTGUG00000004504,GTF3C1,ortholog_one2one,,,,,,,GTF3C1
ENSGALG00010019067,ENSTGUG00000004504,GTF3C1,ortholog_one2one,,,,,,,GTF3C1
ENSGALG00010019067,ENSTGUG00000004504,GTF3C1,ortholog_one2one,,,,,,,GTF3C1
ENSGALG00010019067,ENSTGUG00000004504,GTF3C1,ortholog_one2one,,,,,,,GTF3C1
ENSGALG00010019087,,,,ENSPMJG00000014639,PEX13,ortholog_one2one,ENSSHBG00005002814,PEX13,ortholog_one2one,PEX13
ENSGALG00010019094,ENSTGUG00000019244,SNRNP25,ortholog_one2one,ENSPMJG00000010275,SNRNP25,ortholog_one2one,ENSSHBG00005002318,SNRNP25,ortholog_one2one,SNRNP25
ENSGALG00010019144,ENSTGUG00000010483,IFT122,ortholog_one2one,ENSPMJG00000006019,IFT122,ortholog_one2one,ENSSHBG00005019033,IFT122,ortholog_one2one,IFT122
ENSGALG00010019157,,,,ENSPMJG00000017182,,ortholog_one2one,ENSSHBG00005004837,,ortholog_one2one,
ENSGALG00010019166,ENSTGUG00000006908,PNPT1,ortholog_one2one,ENSPMJG00000014426,PNPT1,ortholog_one2one,ENSSHBG00005003003,PNPT1,ortholog_one2one,PNPT1
ENSGALG00010019172,,,,ENSPMJG00000013694,NEMF,ortholog_one2one,ENSSHBG00005005239,NEMF,ortholog_one2one,NEMF
ENSGALG00010019189,ENSTGUG00000002621,ICMT,ortholog_one2one,,,,ENSSHBG00005018863,ICMT,ortholog_one2one,ICMT
ENSGALG00010019205,,,,ENSPMJG00000017183,,ortholog_one2one,,,,
ENSGALG00010019206,ENSTGUG00000002624,RNF207,ortholog_one2one,,,,,,,RNF207
ENSGALG00010019233,ENSTGUG00000005170,ARPC2,ortholog_one2one,ENSPMJG00000019753,ARPC2,ortholog_one2one,ENSSHBG00005000585,ARPC2,ortholog_one2one,ARPC2
ENSGALG00010019266,ENSTGUG00000013180,DMAC2L,ortholog_one2one,ENSPMJG00000013671,DMAC2L,ortholog_one2one,ENSSHBG00005005089,DMAC2L,ortholog_one2one,ATP5S
ENSGALG00010019268,ENSTGUG00000003044,NSL1,ortholog_one2one,ENSPMJG00000013564,NSL1,ortholog_one2one,,,,NSL1
ENSGALG00010019273,ENSTGUG00000021503,CFAP161,ortholog_one2one,ENSPMJG00000000832,CFAP161,ortholog_one2one,ENSSHBG00005016159,CFAP161,ortholog_one2one,CFAP161
ENSGALG00010019316,ENSTGUG00000004849,CLEC16A,ortholog_one2one,ENSPMJG00000010374,CLEC16A,ortholog_one2one,ENSSHBG00005004722,CLEC16A,ortholog_one2one,CLEC16A
ENSGALG00010019336,ENSTGUG00000004848,DEXI,ortholog_one2one,ENSPMJG00000010363,DEXI,ortholog_one2one,,,,DEXI
ENSGALG00010019345,ENSTGUG00000026062,,ortholog_one2one,,,,ENSSHBG00005019655,,ortholog_one2one,
ENSGALG00010019392,ENSTGUG00000013151,NIN,ortholog_one2one,ENSPMJG00000011909,NIN,ortholog_one2one,ENSSHBG00005005040,NIN,ortholog_one2one,NIN
ENSGALG00010019458,ENSTGUG00000004816,ELP4,ortholog_one2one,ENSPMJG00000002249,ELP4,ortholog_one2one,ENSSHBG00005011823,ELP4,ortholog_one2one,ELP4
ENSGALG00010019509,,,,ENSPMJG00000014786,ZNF106,ortholog_one2one,ENSSHBG00005004168,ZNF106,ortholog_one2one,ZNF106
ENSGALG00010019509,,,,ENSPMJG00000014786,ZNF106,ortholog_one2one,ENSSHBG00005004168,ZNF106,ortholog_one2one,ZNF106
ENSGALG00010019580,ENSTGUG00000006369,,ortholog_one2one,ENSPMJG00000006871,,ortholog_one2one,ENSSHBG00005018753,,ortholog_one2one,CD5
ENSGALG00010019618,ENSTGUG00000002693,NPHP4,ortholog_one2one,ENSPMJG00000013295,NPHP4,ortholog_one2one,,,,NPHP4
ENSGALG00010019618,ENSTGUG00000002693,NPHP4,ortholog_one2one,ENSPMJG00000013295,NPHP4,ortholog_one2one,,,,NPHP4
ENSGALG00010019635,ENSTGUG00000011127,LRRC57,ortholog_one2one,ENSPMJG00000014788,LRRC57,ortholog_one2one,ENSSHBG00005004315,LRRC57,ortholog_one2one,LRRC57
ENSGALG00010019643,ENSTGUG00000011724,RAB3GAP1,ortholog_one2one,ENSPMJG00000019945,RAB3GAP1,ortholog_one2one,ENSSHBG00005019778,RAB3GAP1,ortholog_one2one,RAB3GAP1
ENSGALG00010019655,,,,ENSPMJG00000011874,RTRAF,ortholog_one2one,ENSSHBG00005004801,RTRAF,ortholog_one2one,RTRAF
ENSGALG00010019655,,,,ENSPMJG00000011874,RTRAF,ortholog_one2one,ENSSHBG00005004801,RTRAF,ortholog_one2one,RTRAF
ENSGALG00010019682,ENSTGUG00000021184,TMEM158,ortholog_one2one,ENSPMJG00000010682,TMEM158,ortholog_one2one,,,,TMEM158
ENSGALG00010019693,,,,ENSPMJG00000014789,HAUS2,ortholog_one2one,ENSSHBG00005004324,HAUS2,ortholog_one2one,HAUS2
ENSGALG00010019794,ENSTGUG00000008150,RSPH9,ortholog_one2one,ENSPMJG00000015094,RSPH9,ortholog_one2one,ENSSHBG00005014647,RSPH9,ortholog_one2one,RSPH9
ENSGALG00010019832,ENSTGUG00000025478,MAD2L1BP,ortholog_one2one,ENSPMJG00000000572,MAD2L1BP,ortholog_one2one,ENSSHBG00005014623,MAD2L1BP,ortholog_one2one,MAD2L1BP
ENSGALG00010019891,ENSTGUG00000011508,PIGH,ortholog_one2one,ENSPMJG00000015062,PIGH,ortholog_one2one,ENSSHBG00005019278,PIGH,ortholog_one2one,PIGH
ENSGALG00010019934,ENSTGUG00000006479,TKFC,ortholog_one2one,ENSPMJG00000006823,TKFC,ortholog_one2one,ENSSHBG00005018702,TKFC,ortholog_one2one,TKFC
ENSGALG00010019948,ENSTGUG00000008125,TICRR,ortholog_one2one,ENSPMJG00000001068,TICRR,ortholog_one2one,ENSSHBG00005011422,TICRR,ortholog_one2one,TICRR
ENSGALG00010019980,ENSTGUG00000017637,tgu-mir-217,ortholog_one2one,ENSPMJG00000014429,MIR217,ortholog_one2one,,,,gga-mir-217
ENSGALG00010019991,ENSTGUG00000008140,EIF3B,ortholog_one2one,ENSPMJG00000017362,EIF3B,ortholog_one2one,ENSSHBG00005005022,EIF3B,ortholog_one2one,EIF3B
ENSGALG00010020008,ENSTGUG00000011542,EIF2S1,ortholog_one2one,ENSPMJG00000015200,EIF2S1,ortholog_one2one,ENSSHBG00005019119,EIF2S1,ortholog_one2one,EIF2S1
ENSGALG00010020015,ENSTGUG00000011556,ATP6V1D,ortholog_one2one,ENSPMJG00000015201,ATP6V1D,ortholog_one2one,ENSSHBG00005019114,ATP6V1D,ortholog_one2one,ATP6V1D
ENSGALG00010020019,ENSTGUG00000002934,PEX10,ortholog_one2one,ENSPMJG00000013344,PEX10,ortholog_one2one,ENSSHBG00005019481,PEX10,ortholog_one2one,PEX10
ENSGALG00010020027,ENSTGUG00000002941,RER1,ortholog_one2one,ENSPMJG00000013345,RER1,ortholog_one2one,ENSSHBG00005019483,RER1,ortholog_one2one,RER1
ENSGALG00010020048,ENSTGUG00000021061,,ortholog_one2one,ENSPMJG00000013348,,ortholog_one2one,ENSSHBG00005019491,,ortholog_one2one,
ENSGALG00010020070,ENSTGUG00000009784,ARL6IP5,ortholog_one2one,ENSPMJG00000005544,ARL6IP5,ortholog_one2one,ENSSHBG00005011174,ARL6IP5,ortholog_one2one,ARL6IP5
ENSGALG00010020075,ENSTGUG00000006513,CPSF7,ortholog_one2one,ENSPMJG00000006809,CPSF7,ortholog_one2one,ENSSHBG00005018685,CPSF7,ortholog_one2one,CPSF7
ENSGALG00010020091,ENSTGUG00000002523,SUPT7L,ortholog_one2one,ENSPMJG00000014593,SUPT7L,ortholog_one2one,ENSSHBG00005015497,SUPT7L,ortholog_one2one,SUPT7L
ENSGALG00010020102,,,,ENSPMJG00000004285,,ortholog_one2one,ENSSHBG00005013929,TMEM127,ortholog_one2one,TMEM127
