Mouse_BIP number,Mouse_Gene stable ID,Mouse_Chromosome/scaffold name,Mouse_Gene start (bp),Mouse_Gene end (bp),Mouse_Strand,Mouse_Gene description,Mouse_Gene name,Mouse_Gene type,Mouse_Gene stable ID.1,Mouse_Chromosome/scaffold name.1,Mouse_Gene start (bp).1,Mouse_Gene end (bp).1,Mouse_Strand.1,Mouse_Gene description.1,Mouse_Gene name.1,Mouse_Gene type.1,Mouse_distance,Rat_BIP number,Rat_Gene stable ID,Rat_Chromosome/scaffold name,Rat_Gene start (bp),Rat_Gene end (bp),Rat_Strand,Rat_Gene description,Rat_Gene name,Rat_Gene type,Rat_Gene stable ID.1,Rat_Chromosome/scaffold name.1,Rat_Gene start (bp).1,Rat_Gene end (bp).1,Rat_Strand.1,Rat_Gene description.1,Rat_Gene name.1,Rat_Gene type.1,Rat_distance,Algerian_Mouse_BIP number,Algerian_Mouse_Gene stable ID,Algerian_Mouse_Chromosome/scaffold name,Algerian_Mouse_Gene start (bp),Algerian_Mouse_Gene end (bp),Algerian_Mouse_Strand,Algerian_Mouse_Gene description,Algerian_Mouse_Gene name,Algerian_Mouse_Gene type,Algerian_Mouse_Gene stable ID.1,Algerian_Mouse_Chromosome/scaffold name.1,Algerian_Mouse_Gene start (bp).1,Algerian_Mouse_Gene end (bp).1,Algerian_Mouse_Strand.1,Algerian_Mouse_Gene description.1,Algerian_Mouse_Gene name.1,Algerian_Mouse_Gene type.1,Algerian_Mouse_distance,Shrew_Mouse_BIP number,Shrew_Mouse_Gene stable ID,Shrew_Mouse_Chromosome/scaffold name,Shrew_Mouse_Gene start (bp),Shrew_Mouse_Gene end (bp),Shrew_Mouse_Strand,Shrew_Mouse_Gene description,Shrew_Mouse_Gene name,Shrew_Mouse_Gene type,Shrew_Mouse_Gene stable ID.1,Shrew_Mouse_Chromosome/scaffold name.1,Shrew_Mouse_Gene start (bp).1,Shrew_Mouse_Gene end (bp).1,Shrew_Mouse_Strand.1,Shrew_Mouse_Gene description.1,Shrew_Mouse_Gene name.1,Shrew_Mouse_Gene type.1,Shrew_Mouse_distance,Ryukyu_Mouse_BIP number,Ryukyu_Mouse_Gene stable ID,Ryukyu_Mouse_Chromosome/scaffold name,Ryukyu_Mouse_Gene start (bp),Ryukyu_Mouse_Gene end (bp),Ryukyu_Mouse_Strand,Ryukyu_Mouse_Gene description,Ryukyu_Mouse_Gene name,Ryukyu_Mouse_Gene type,Ryukyu_Mouse_Gene stable ID.1,Ryukyu_Mouse_Chromosome/scaffold name.1,Ryukyu_Mouse_Gene start (bp).1,Ryukyu_Mouse_Gene end (bp).1,Ryukyu_Mouse_Strand.1,Ryukyu_Mouse_Gene description.1,Ryukyu_Mouse_Gene name.1,Ryukyu_Mouse_Gene type.1,Ryukyu_Mouse_distance
13,ENSMUSG00000079658,1,16711949,16727266,-1,elongin C [Source:MGI Symbol;Acc:MGI:1915173],Eloc,protein_coding,ENSMUSG00000097744,1,16727776,16732502,1,RIKEN cDNA D030040B21 gene [Source:MGI Symbol;Acc:MGI:4437728],D030040B21Rik,lncRNA,510,,,,,,,,,,,,,,,,,,,11,MGP_SPRETEiJ_G0014774,1,14156318,14173480,-1,elongin C [Source:MGI Symbol;Acc:MGI:1915173],Eloc,protein_coding,MGP_SPRETEiJ_G0004523,1,14173990,14178779,1,RIKEN cDNA D030040B21 gene [Source:MGI Symbol;Acc:MGI:4437728],D030040B21Rik,lincRNA,510,,,,,,,,,,,,,,,,,,,11,MGP_CAROLIEiJ_G0013969,1,12580848,12596134,-1,elongin C [Source:NCBI gene;Acc:110292603],Eloc,protein_coding,MGP_CAROLIEiJ_G0004323,1,12596838,12601261,1,RIKEN cDNA D030040B21 gene [Source:MGI Symbol;Acc:MGI:4437728],D030040B21Rik,lincRNA,704
35,ENSMUSG00000003135,1,39574073,39585970,1,"CCR4-NOT transcription complex, subunit 11 [Source:MGI Symbol;Acc:MGI:106580]",Cnot11,protein_coding,ENSMUSG00000085894,1,39586651,39591083,-1,predicted gene 15832 [Source:MGI Symbol;Acc:MGI:3834078],Gm15832,lncRNA,681,,,,,,,,,,,,,,,,,,,27,MGP_SPRETEiJ_G0014875,1,37763144,37780309,1,"CCR4-NOT transcription complex, subunit 11 [Source:MGI Symbol;Acc:MGI:106580]",Cnot11,protein_coding,MGP_SPRETEiJ_G0013990,1,37780989,37785754,-1,,,processed_transcript,680,2117,MGP_PahariEiJ_G0027318,5,20127395,20138729,1,"CCR4-NOT transcription complex, subunit 11 [Source:MGI Symbol;Acc:MGI:106580]",Cnot11,protein_coding,MGP_PahariEiJ_G0012469,5,20139469,20143424,-1,,,processed_transcript,740,30,MGP_CAROLIEiJ_G0014071,1,34175329,34186401,1,CCR4-NOT transcription complex subunit 11 [Source:NCBI gene;Acc:110292189],Cnot11,protein_coding,MGP_CAROLIEiJ_G0013234,1,34187121,34191730,-1,predicted gene 15832 [Source:MGI Symbol;Acc:MGI:3834078],Gm15832,processed_transcript,720
37,ENSMUSG00000026051,1,43769762,43781738,1,ECRG4 augurin precursor [Source:MGI Symbol;Acc:MGI:1926146],Ecrg4,protein_coding,ENSMUSG00000100764,1,43781121,43783055,-1,predicted gene 29155 [Source:MGI Symbol;Acc:MGI:5579861],Gm29155,lncRNA,617,,,,,,,,,,,,,,,,,,,29,MGP_SPRETEiJ_G0014898,1,42210920,42222732,1,ECRG4 augurin precursor [Source:MGI Symbol;Acc:MGI:1926146],Ecrg4,protein_coding,MGP_SPRETEiJ_G0002483,1,42222087,42224038,-1,predicted gene 29155 [Source:MGI Symbol;Acc:MGI:5579861],Gm29155,antisense,645,2119,MGP_PahariEiJ_G0027339,5,24218475,24229149,1,ECRG4 augurin precursor [Source:NCBI gene;Acc:110322523],Ecrg4,protein_coding,MGP_PahariEiJ_G0003583,5,24228503,24230471,-1,predicted gene 29155 [Source:MGI Symbol;Acc:MGI:5579861],Gm29155,antisense,646,32,MGP_CAROLIEiJ_G0014094,1,38262495,38274205,1,ECRG4 augurin precursor [Source:NCBI gene;Acc:110304726],Ecrg4,protein_coding,MGP_CAROLIEiJ_G0002330,1,38273563,38275513,-1,predicted gene 29155 [Source:MGI Symbol;Acc:MGI:5579861],Gm29155,antisense,642
38,ENSMUSG00000100764,1,43781121,43783055,-1,predicted gene 29155 [Source:MGI Symbol;Acc:MGI:5579861],Gm29155,lncRNA,ENSMUSG00000100635,1,43782075,43782686,1,predicted gene 29157 [Source:MGI Symbol;Acc:MGI:5579863],Gm29157,lncRNA,980,,,,,,,,,,,,,,,,,,,30,MGP_SPRETEiJ_G0002483,1,42222087,42224038,-1,predicted gene 29155 [Source:MGI Symbol;Acc:MGI:5579861],Gm29155,antisense,MGP_SPRETEiJ_G0004565,1,42223069,42223668,1,predicted gene 29157 [Source:MGI Symbol;Acc:MGI:5579863],Gm29157,lincRNA,969,2120,MGP_PahariEiJ_G0003583,5,24228503,24230471,-1,predicted gene 29155 [Source:MGI Symbol;Acc:MGI:5579861],Gm29155,antisense,MGP_PahariEiJ_G0005914,5,24229486,24230097,1,predicted gene 29157 [Source:MGI Symbol;Acc:MGI:5579863],Gm29157,lincRNA,985,33,MGP_CAROLIEiJ_G0002330,1,38273563,38275513,-1,predicted gene 29155 [Source:MGI Symbol;Acc:MGI:5579861],Gm29155,antisense,MGP_CAROLIEiJ_G0004364,1,38274542,38275150,1,predicted gene 29157 [Source:MGI Symbol;Acc:MGI:5579863],Gm29157,lincRNA,971
60,ENSMUSG00002076057,1,63312385,63312522,-1,"predicted gene, 56068 [Source:MGI Symbol;Acc:MGI:6848595]",Gm56068,miRNA,ENSMUSG00000027520,1,63312424,63353735,1,"zinc finger, DBF-type containing 2 [Source:MGI Symbol;Acc:MGI:1921134]",Zdbf2,protein_coding,98,,,,,,,,,,,,,,,,,,,46,MGP_SPRETEiJ_G0007276,1,62362952,62363089,-1,"predicted gene, 24513 [Source:MGI Symbol;Acc:MGI:5454290]",Gm56068,miRNA,MGP_SPRETEiJ_G0015007,1,62362991,62411316,1,"zinc finger, DBF-type containing 2 [Source:MGI Symbol;Acc:MGI:1921134]",Zdbf2,protein_coding,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,ENSMUSG00000100444,1,73561254,73568949,-1,RIKEN cDNA C530043A13 gene [Source:MGI Symbol;Acc:MGI:2441914],C530043A13Rik,lncRNA,ENSMUSG00000100429,1,73568096,73575508,1,predicted gene 29186 [Source:MGI Symbol;Acc:MGI:5579892],Gm29186,lncRNA,853,,,,,,,,,,,,,,,,,,,57,MGP_SPRETEiJ_G0004616,1,72880889,72888907,-1,RIKEN cDNA C530043A13 gene [Source:MGI Symbol;Acc:MGI:2441914],C530043A13Rik,lincRNA,MGP_SPRETEiJ_G0004617,1,72888052,72895546,1,predicted gene 29186 [Source:MGI Symbol;Acc:MGI:5579892],Gm29186,lincRNA,855,,,,,,,,,,,,,,,,,,,61,MGP_CAROLIEiJ_G0004413,1,67090958,67099113,-1,RIKEN cDNA C530043A13 gene [Source:MGI Symbol;Acc:MGI:2441914],C530043A13Rik,lincRNA,MGP_CAROLIEiJ_G0004414,1,67098257,67105799,1,predicted gene 29186 [Source:MGI Symbol;Acc:MGI:5579892],Gm29186,lincRNA,856
80,ENSMUSG00000097564,1,82669649,82702890,-1,RIKEN cDNA C430014B12 gene [Source:MGI Symbol;Acc:MGI:2444820],C430014B12Rik,lncRNA,ENSMUSG00000026150,1,82702611,82730115,1,mitochondrial fission factor [Source:MGI Symbol;Acc:MGI:1922984],Mff,protein_coding,279,,,,,,,,,,,,,,,,,,,67,MGP_SPRETEiJ_G0013999,1,82210374,82240315,-1,RIKEN cDNA C430014B12 gene [Source:MGI Symbol;Acc:MGI:2444820],C430014B12Rik,processed_transcript,MGP_SPRETEiJ_G0015135,1,82240036,82267553,1,mitochondrial fission factor [Source:MGI Symbol;Acc:MGI:1922984],Mff,protein_coding,279,2157,MGP_PahariEiJ_G0012478,5,60825008,60854310,-1,,,processed_transcript,MGP_PahariEiJ_G0027566,5,60854031,60882803,1,mitochondrial fission factor [Source:NCBI gene;Acc:110321571],Mff,protein_coding,279,72,MGP_CAROLIEiJ_G0013243,1,75869396,75900224,-1,RIKEN cDNA C430014B12 gene [Source:MGI Symbol;Acc:MGI:2444820],C430014B12Rik,processed_transcript,MGP_CAROLIEiJ_G0014329,1,75899945,75927569,1,mitochondrial fission factor [Source:NCBI gene;Acc:110289609],Mff,protein_coding,279
104,ENSMUSG00000026273,1,93226933,93233637,-1,mitochondrial transcription termination factor 4 [Source:MGI Symbol;Acc:MGI:1918355],Mterf4,protein_coding,ENSMUSG00000101172,1,93233673,93245034,1,predicted gene 28535 [Source:MGI Symbol;Acc:MGI:5579241],Gm28535,lncRNA,36,,,,,,,,,,,,,,,,,,,81,MGP_SPRETEiJ_G0015256,1,93186103,93192797,-1,mitochondrial transcription termination factor 4 [Source:MGI Symbol;Acc:MGI:1918355],Mterf4,protein_coding,MGP_SPRETEiJ_G0002527,1,93192846,93205592,1,predicted gene 28535 [Source:MGI Symbol;Acc:MGI:5579241],Gm28535,antisense,49,2169,MGP_PahariEiJ_G0027688,5,70606748,70613495,-1,mitochondrial transcription termination factor 4 [Source:NCBI gene;Acc:110321488],Mterf4,protein_coding,MGP_PahariEiJ_G0003627,5,70613544,70624745,1,predicted gene 28535 [Source:MGI Symbol;Acc:MGI:5579241],Gm28535,antisense,49,85,MGP_CAROLIEiJ_G0014452,1,85766048,85772697,-1,mitochondrial transcription termination factor 4 [Source:NCBI gene;Acc:110292098],Mterf4,protein_coding,MGP_CAROLIEiJ_G0002377,1,85772746,85790347,1,uncharacterized LOC115029080 [Source:NCBI gene;Acc:115029080],,antisense,49
118,ENSMUSG00000099336,1,120775718,120785215,-1,predicted gene 29348 [Source:MGI Symbol;Acc:MGI:5580054],Gm29348,lncRNA,ENSMUSG00000100979,1,120784403,120785739,1,predicted gene 29347 [Source:MGI Symbol;Acc:MGI:5580053],Gm29347,lncRNA,812,,,,,,,,,,,,,,,,,,,92,MGP_SPRETEiJ_G0004690,1,121382742,121392184,-1,predicted gene 29348 [Source:MGI Symbol;Acc:MGI:5580054],Gm29348,lincRNA,MGP_SPRETEiJ_G0004691,1,121391372,121392707,1,predicted gene 29347 [Source:MGI Symbol;Acc:MGI:5580053],Gm29347,lincRNA,812,,,,,,,,,,,,,,,,,,,96,MGP_CAROLIEiJ_G0004483,1,112877645,112887252,-1,predicted gene 29348 [Source:MGI Symbol;Acc:MGI:5580054],Gm29348,lincRNA,MGP_CAROLIEiJ_G0004484,1,112886443,112887778,1,predicted gene 29347 [Source:MGI Symbol;Acc:MGI:5580053],Gm29347,lincRNA,809
143,ENSMUSG00000099568,1,153619298,153625070,-1,predicted gene 28513 [Source:MGI Symbol;Acc:MGI:5579219],Gm28513,lncRNA,ENSMUSG00000066800,1,153625172,153639967,1,"ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent) [Source:MGI Symbol;Acc:MGI:1098272]",Rnasel,protein_coding,102,,,,,,,,,,,,,,,,,,,113,MGP_SPRETEiJ_G0002566,1,155486084,155491838,-1,predicted gene 28513 [Source:MGI Symbol;Acc:MGI:5579219],Gm28513,antisense,MGP_SPRETEiJ_G0015520,1,155492021,155507283,1,"ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent) [Source:MGI Symbol;Acc:MGI:1098272]",Rnasel,protein_coding,183,2200,MGP_PahariEiJ_G0003664,5,126747892,126753781,-1,predicted gene 28513 [Source:MGI Symbol;Acc:MGI:5579219],Gm28513,antisense,MGP_PahariEiJ_G0027949,5,126753883,126771418,1,"ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent) [Source:MGI Symbol;Acc:MGI:1098272]",Rnasel,protein_coding,102,119,MGP_CAROLIEiJ_G0002417,1,144481538,144487432,-1,predicted gene 28513 [Source:MGI Symbol;Acc:MGI:5579219],Gm28513,antisense,MGP_CAROLIEiJ_G0014713,1,144487535,144503747,1,ribonuclease L [Source:NCBI gene;Acc:110299705],Rnasel,protein_coding,103
149,ENSMUSG00000104111,1,159869271,159871901,-1,"predicted gene, 37294 [Source:MGI Symbol;Acc:MGI:5610522]",Gm37294,lncRNA,ENSMUSG00000090394,1,159871952,159907778,1,RIKEN cDNA 4930523C07 gene [Source:MGI Symbol;Acc:MGI:1914897],4930523C07Rik,protein_coding,51,,,,,,,,,,,,,,,,,,,118,MGP_SPRETEiJ_G0004749,1,162014528,162017146,-1,"predicted gene, 37294 [Source:MGI Symbol;Acc:MGI:5610522]",Gm37294,lincRNA,MGP_SPRETEiJ_G0015558,1,162017197,162058048,1,RIKEN cDNA 4930523C07 gene [Source:MGI Symbol;Acc:MGI:1914897],4930523C07Rik,protein_coding,51,,,,,,,,,,,,,,,,,,,124,MGP_CAROLIEiJ_G0004536,1,150669523,150672200,-1,"predicted gene, 37294 [Source:MGI Symbol;Acc:MGI:5610522]",Gm37294,lincRNA,MGP_CAROLIEiJ_G0014751,1,150672251,150713070,1,RIKEN cDNA 4930523C07 gene [Source:MGI Symbol;Acc:MGI:1914897],4930523C07Rik,protein_coding,51
150,ENSMUSG00000058267,1,160022785,160029740,1,mitochondrial ribosomal protein S14 [Source:MGI Symbol;Acc:MGI:1928141],Mrps14,protein_coding,ENSMUSG00000014226,1,160029937,160040445,-1,calcyclin binding protein [Source:MGI Symbol;Acc:MGI:1270839],Cacybp,protein_coding,197,,,,,,,,,,,,,,,,,,,119,MGP_SPRETEiJ_G0015560,1,162181464,162195196,1,mitochondrial ribosomal protein S14 [Source:MGI Symbol;Acc:MGI:1928141],Mrps14,protein_coding,MGP_SPRETEiJ_G0015561,1,162195387,162205909,-1,calcyclin binding protein [Source:MGI Symbol;Acc:MGI:1270839],Cacybp,protein_coding,191,2203,MGP_PahariEiJ_G0027989,5,133085547,133093251,1,mitochondrial ribosomal protein S14 [Source:MGI Symbol;Acc:MGI:1928141],Mrps14,protein_coding,MGP_PahariEiJ_G0027990,5,133093434,133105673,-1,,,protein_coding,183,125,MGP_CAROLIEiJ_G0014753,1,150825738,150833500,1,mitochondrial ribosomal protein S14 [Source:MGI Symbol;Acc:MGI:1928141],Mrps14,protein_coding,MGP_CAROLIEiJ_G0014754,1,150833680,150844106,-1,calcyclin binding protein [Source:MGI Symbol;Acc:MGI:1270839],Cacybp,protein_coding,180
162,ENSMUSG00000104266,1,170002749,170003888,1,"predicted gene, 37748 [Source:MGI Symbol;Acc:MGI:5610976]",Gm37748,lncRNA,ENSMUSG00000103908,1,170002951,170005341,-1,"predicted gene, 37502 [Source:MGI Symbol;Acc:MGI:5610730]",Gm37502,lncRNA,937,,,,,,,,,,,,,,,,,,,130,MGP_SPRETEiJ_G0004773,1,172402346,172403486,1,,,lincRNA,MGP_SPRETEiJ_G0004774,1,172402548,172405241,-1,"predicted gene, 37502 [Source:MGI Symbol;Acc:MGI:5610730]",Gm37502,lincRNA,938,2215,MGP_PahariEiJ_G0006105,5,142548563,142549678,1,,,lincRNA,MGP_PahariEiJ_G0006106,5,142548760,142551681,-1,,,lincRNA,918,138,MGP_CAROLIEiJ_G0004560,1,160430147,160431284,1,"predicted gene, 37748 [Source:MGI Symbol;Acc:MGI:5610976]",,lincRNA,MGP_CAROLIEiJ_G0004561,1,160430349,160432899,-1,"predicted gene, 37502 [Source:MGI Symbol;Acc:MGI:5610730]",Gm37502,lincRNA,935
166,ENSMUSG00000026649,1,170941487,170954536,1,cilia and flagella associated protein 126 [Source:MGI Symbol;Acc:MGI:1922722],Cfap126,protein_coding,ENSMUSG00000058076,1,170954734,170978172,-1,"succinate dehydrogenase complex, subunit C, integral membrane protein [Source:MGI Symbol;Acc:MGI:1913302]",Sdhc,protein_coding,198,,,,,,,,,,,,,,,,,,,134,MGP_SPRETEiJ_G0015656,1,173435922,173452273,1,cilia and flagella associated protein 126 [Source:MGI Symbol;Acc:MGI:1922722],Cfap126,protein_coding,MGP_SPRETEiJ_G0015657,1,173452471,173476791,-1,"succinate dehydrogenase complex, subunit C, integral membrane protein [Source:MGI Symbol;Acc:MGI:1913302]",Sdhc,protein_coding,198,2218,MGP_PahariEiJ_G0028089,5,143635450,143649364,1,cilia and flagella associated protein 126 [Source:MGI Symbol;Acc:MGI:1922722],Cfap126,protein_coding,MGP_PahariEiJ_G0028090,5,143649567,143671132,-1,"succinate dehydrogenase complex, subunit C, integral membrane protein [Source:MGI Symbol;Acc:MGI:1913302]",Sdhc,protein_coding,203,141,MGP_CAROLIEiJ_G0014851,1,161372569,161385346,1,cilia and flagella associated protein 126 [Source:MGI Symbol;Acc:MGI:1922722],Cfap126,protein_coding,MGP_CAROLIEiJ_G0014852,1,161385540,161409816,-1,"succinate dehydrogenase complex, subunit C, integral membrane protein [Source:MGI Symbol;Acc:MGI:1913302]",Sdhc,protein_coding,194
191,ENSMUSG00000105770,1,184975172,184975240,1,microRNA 664 [Source:MGI Symbol;Acc:MGI:4358947],Mir664,miRNA,ENSMUSG00000103613,1,184975910,184980086,-1,"predicted gene, 34882 [Source:MGI Symbol;Acc:MGI:5594041]",Gm34882,lncRNA,670,,,,,,,,,,,,,,,,,,,151,MGP_SPRETEiJ_G0007335,1,188372149,188372217,1,microRNA 664 [Source:MGI Symbol;Acc:MGI:4358947],Mir664,miRNA,MGP_SPRETEiJ_G0002612,1,188372892,188376939,-1,"predicted gene, 34882 [Source:MGI Symbol;Acc:MGI:5594041]",Gm34882,antisense,675,,,,,,,,,,,,,,,,,,,155,MGP_CAROLIEiJ_G0006997,1,175104736,175104804,1,microRNA 664 [Source:MGI Symbol;Acc:MGI:4358947],Mir664,miRNA,MGP_CAROLIEiJ_G0002463,1,175105474,175109632,-1,"predicted gene, 34882 [Source:MGI Symbol;Acc:MGI:5594041]",Gm34882,antisense,670
195,ENSMUSG00000001305,1,186453175,186481555,-1,ribosomal RNA processing 15 homolog [Source:MGI Symbol;Acc:MGI:1914473],Rrp15,protein_coding,ENSMUSG00000097784,1,186481593,186485118,1,RIKEN cDNA A430105J06 gene [Source:MGI Symbol;Acc:MGI:1924439],A430105J06Rik,lncRNA,38,,,,,,,,,,,,,,,,,,,154,MGP_SPRETEiJ_G0015827,1,189913390,189941136,-1,ribosomal RNA processing 15 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914473],Rrp15,protein_coding,MGP_SPRETEiJ_G0004812,1,189941174,189944619,1,RIKEN cDNA A430105J06 gene [Source:MGI Symbol;Acc:MGI:1924439],A430105J06Rik,lincRNA,38,,,,,,,,,,,,,,,,,,,158,MGP_CAROLIEiJ_G0015027,1,176577930,176604454,-1,ribosomal RNA processing 15 homolog [Source:NCBI gene;Acc:110297296],Rrp15,protein_coding,MGP_CAROLIEiJ_G0004597,1,176604494,176608097,1,RIKEN cDNA A430105J06 gene [Source:MGI Symbol;Acc:MGI:1924439],A430105J06Rik,lincRNA,40
197,ENSMUSG00000089947,1,186853066,186856562,-1,predicted gene 15509 [Source:MGI Symbol;Acc:MGI:3782957],Gm15509,lncRNA,ENSMUSG00000089730,1,186857335,186860049,1,RIKEN cDNA 1700007P06 gene [Source:MGI Symbol;Acc:MGI:1916558],1700007P06Rik,lncRNA,773,,,,,,,,,,,,,,,,,,,156,MGP_SPRETEiJ_G0035244,1,190325124,190330031,-1,,,sense_intronic,MGP_SPRETEiJ_G0002617,1,190330852,190334217,1,,,antisense,821,,,,,,,,,,,,,,,,,,,160,MGP_CAROLIEiJ_G0034438,1,176967550,176971181,-1,predicted gene 15509 [Source:MGI Symbol;Acc:MGI:3782957],Gm15509,sense_intronic,MGP_CAROLIEiJ_G0002468,1,176971938,176974650,1,RIKEN cDNA 1700007P06 gene [Source:MGI Symbol;Acc:MGI:1916558],1700007P06Rik,antisense,757
205,ENSMUSG00000016262,1,192526796,192538064,-1,SERTA domain containing 4 [Source:MGI Symbol;Acc:MGI:2443496],Sertad4,protein_coding,ENSMUSG00000089812,1,192537231,192539259,1,predicted gene 15867 [Source:MGI Symbol;Acc:MGI:3801862],Gm15867,lncRNA,833,,,,,,,,,,,,,,,,,,,164,MGP_SPRETEiJ_G0015862,1,196263915,196275096,-1,SERTA domain containing 4 [Source:MGI Symbol;Acc:MGI:2443496],Sertad4,protein_coding,MGP_SPRETEiJ_G0002633,1,196274264,196275593,1,predicted gene 15867 [Source:MGI Symbol;Acc:MGI:3801862],,antisense,832,2242,MGP_PahariEiJ_G0028294,5,164687121,164699054,-1,SERTA domain containing 4 [Source:MGI Symbol;Acc:MGI:2443496],Sertad4,protein_coding,MGP_PahariEiJ_G0003725,5,164698222,164699556,1,predicted gene 15867 [Source:MGI Symbol;Acc:MGI:3801862],,antisense,832,166,MGP_CAROLIEiJ_G0015062,1,182573658,182585068,-1,SERTA domain containing 4 [Source:NCBI gene;Acc:110305130],Sertad4,protein_coding,MGP_CAROLIEiJ_G0002483,1,182584236,182585560,1,predicted gene 15867 [Source:MGI Symbol;Acc:MGI:3801862],,antisense,832
206,ENSMUSG00000097325,1,194638067,194659268,-1,"predicted gene, 16897 [Source:MGI Symbol;Acc:MGI:4439821]",Gm16897,lncRNA,ENSMUSG00000096929,1,194658654,194720212,1,RIKEN cDNA A330023F24 gene [Source:MGI Symbol;Acc:MGI:2443958],A330023F24Rik,lncRNA,614,,,,,,,,,,,,,,,,,,,165,MGP_SPRETEiJ_G0002637,1,198465227,198486201,-1,"predicted gene, 16897 [Source:MGI Symbol;Acc:MGI:4439821]",Gm16897,antisense,MGP_SPRETEiJ_G0014022,1,198485608,198549512,1,RIKEN cDNA A330023F24 gene [Source:MGI Symbol;Acc:MGI:2443958],A330023F24Rik,processed_transcript,593,2243,MGP_PahariEiJ_G0003728,5,166763020,166780607,-1,,,antisense,MGP_PahariEiJ_G0012502,5,166780013,166839375,1,RIKEN cDNA A330023F24 gene [Source:MGI Symbol;Acc:MGI:2443958],A330023F24Rik,processed_transcript,594,167,MGP_CAROLIEiJ_G0002487,1,185237149,185254873,-1,,,antisense,MGP_CAROLIEiJ_G0013267,1,185254279,185314614,1,,,processed_transcript,594
225,ENSMUSG00000096546,10,25403841,25412165,-1,small leucine-rich protein 1 [Source:MGI Symbol;Acc:MGI:1922856],Smlr1,protein_coding,ENSMUSG00000101537,10,25412215,25579239,1,predicted gene 29571 [Source:MGI Symbol;Acc:MGI:5580277],Gm29571,lncRNA,50,,,,,,,,,,,,,,,,,,,175,MGP_SPRETEiJ_G0016004,10,22919199,22927931,-1,small leucine-rich protein 1 [Source:MGI Symbol;Acc:MGI:1922856],Smlr1,protein_coding,MGP_SPRETEiJ_G0002645,10,22928050,23055170,1,predicted gene 29571 [Source:MGI Symbol;Acc:MGI:5580277],,antisense,119,1632,MGP_PahariEiJ_G0023817,21,48315165,48323703,-1,small leucine rich protein 1 [Source:NCBI gene;Acc:110338553],Smlr1,protein_coding,MGP_PahariEiJ_G0003104,21,48323830,48432908,1,,,antisense,127,175,MGP_CAROLIEiJ_G0015195,10,21514218,21523672,-1,small leucine rich protein 1 [Source:NCBI gene;Acc:110303242],Smlr1,protein_coding,MGP_CAROLIEiJ_G0002495,10,21523790,21644654,1,predicted gene 29571 [Source:MGI Symbol;Acc:MGI:5580277],,antisense,118
236,ENSMUSG00000086915,10,39434492,39489678,-1,predicted gene 16364 [Source:MGI Symbol;Acc:MGI:3840142],Gm16364,lncRNA,ENSMUSG00000019842,10,39488930,39531303,1,TRAF3 interacting protein 2 [Source:MGI Symbol;Acc:MGI:2143599],Traf3ip2,protein_coding,748,,,,,,,,,,,,,,,,,,,181,MGP_SPRETEiJ_G0002649,10,37341151,37399073,-1,predicted gene 16364 [Source:MGI Symbol;Acc:MGI:3840142],Gm16364,antisense,MGP_SPRETEiJ_G0016056,10,37398324,37451513,1,TRAF3 interacting protein 2 [Source:MGI Symbol;Acc:MGI:2143599],Traf3ip2,protein_coding,749,2596,MGP_PahariEiJ_G0003935,9,5798789,5855627,-1,predicted gene 16364 [Source:MGI Symbol;Acc:MGI:3840142],Gm16364,antisense,MGP_PahariEiJ_G0030664,9,5854874,5892763,1,TRAF3 interacting protein 2 [Source:MGI Symbol;Acc:MGI:2143599],Traf3ip2,protein_coding,753,182,MGP_CAROLIEiJ_G0002499,10,35046155,35100999,-1,predicted gene 16364 [Source:MGI Symbol;Acc:MGI:3840142],Gm16364,antisense,MGP_CAROLIEiJ_G0015247,10,35100247,35140525,1,TRAF3 interacting protein 2 [Source:MGI Symbol;Acc:MGI:2143599],Traf3ip2,protein_coding,752
264,ENSMUSG00000036955,10,62374405,62414236,-1,kinesin family binding protein [Source:MGI Symbol;Acc:MGI:1919570],Kifbp,protein_coding,ENSMUSG00000105203,10,62413473,62414848,1,RIKEN cDNA 4933428P19 gene [Source:MGI Symbol;Acc:MGI:1918479],4933428P19Rik,lncRNA,763,,,,,,,,,,,,,,,,,,,198,MGP_SPRETEiJ_G0016198,10,60853690,60895215,-1,KIF1 binding protein [Source:MGI Symbol;Acc:MGI:1919570],Kifbp,protein_coding,MGP_SPRETEiJ_G0002660,10,60894469,60895842,1,RIKEN cDNA 4933428P19 gene [Source:MGI Symbol;Acc:MGI:1918479],4933428P19Rik,antisense,746,2615,MGP_PahariEiJ_G0030803,9,27940101,27980311,-1,kinesin family binding protein [Source:NCBI gene;Acc:110326394],Kifbp,protein_coding,MGP_PahariEiJ_G0003946,9,27979547,27980927,1,,,antisense,764,202,MGP_CAROLIEiJ_G0015387,10,57042955,57086302,-1,kinesin family binding protein [Source:NCBI gene;Acc:110303109],Kifbp,protein_coding,MGP_CAROLIEiJ_G0002509,10,57085556,57086923,1,,,antisense,746
