Gene stable ID,Turkey gene stable ID,Turkey gene name,Turkey homology type,Duck gene stable ID,Duck gene name,Duck homology type,Golden eagle gene stable ID,Golden eagle gene name,Golden eagle homology type,Japanese quail gene stable ID,Japanese quail gene name,Japanese quail homology type,Collared flycatcher gene stable ID,Collared flycatcher gene name,Collared flycatcher homology type,Gene name
ENSGALG00010003121,,,,ENSAPLG00000013027,ARMC1,ortholog_one2one,ENSACCG00020005806,ARMC1,ortholog_one2one,ENSCJPG00005011615,ARMC1,ortholog_one2one,ENSFALG00000025115,ARMC1,ortholog_one2one,ARMC1
ENSGALG00010003136,ENSMGAG00000015286,NUP98,ortholog_one2one,ENSAPLG00000012135,NUP98,ortholog_one2one,ENSACCG00020010314,NUP98,ortholog_one2one,ENSCJPG00005005712,NUP98,ortholog_one2one,,,,NUP98
ENSGALG00010003136,ENSMGAG00000015286,NUP98,ortholog_one2one,ENSAPLG00000012135,NUP98,ortholog_one2one,ENSACCG00020010314,NUP98,ortholog_one2one,ENSCJPG00005005712,NUP98,ortholog_one2one,,,,NUP98
ENSGALG00010003166,ENSMGAG00000004172,PGAP2,ortholog_one2one,ENSAPLG00000019747,PGAP2,ortholog_one2one,ENSACCG00020010341,PGAP2,ortholog_one2one,ENSCJPG00005005697,PGAP2,ortholog_one2one,ENSFALG00000010208,,ortholog_one2one,PGAP2
ENSGALG00010003186,ENSMGAG00000009636,,ortholog_one2one,ENSAPLG00000006153,,ortholog_one2one,,,,ENSCJPG00005015697,CYP21A2,ortholog_one2one,,,,CYP21A1
ENSGALG00010003193,ENSMGAG00000014653,,ortholog_one2one,ENSAPLG00000012395,ACOT9,ortholog_one2one,ENSACCG00020003604,ACOT9,ortholog_one2one,ENSCJPG00005017261,ACOT9,ortholog_one2one,ENSFALG00000004154,ACOT9,ortholog_one2one,ACOT9
ENSGALG00010003253,ENSMGAG00000013993,,ortholog_one2one,ENSAPLG00000006929,ITGB1BP1,ortholog_one2one,ENSACCG00020012708,ITGB1BP1,ortholog_one2one,ENSCJPG00005011017,ITGB1BP1,ortholog_one2one,ENSFALG00000026175,ITGB1BP1,ortholog_one2one,ITGB1BP1
ENSGALG00010003300,ENSMGAG00000013631,CASP8AP2,ortholog_one2one,ENSAPLG00000002243,CASP8AP2,ortholog_one2one,ENSACCG00020000438,CASP8AP2,ortholog_one2one,ENSCJPG00005002276,CASP8AP2,ortholog_one2one,ENSFALG00000003130,CASP8AP2,ortholog_one2one,CASP8AP2
ENSGALG00010003366,,,,ENSAPLG00000014013,CASD1,ortholog_one2one,ENSACCG00020000568,CASD1,ortholog_one2one,ENSCJPG00005011435,CASD1,ortholog_one2one,ENSFALG00000010341,CASD1,ortholog_one2one,CASD1
ENSGALG00010003366,,,,ENSAPLG00000014013,CASD1,ortholog_one2one,ENSACCG00020000568,CASD1,ortholog_one2one,ENSCJPG00005011435,CASD1,ortholog_one2one,ENSFALG00000010341,CASD1,ortholog_one2one,CASD1
ENSGALG00010003397,ENSMGAG00000019055,,ortholog_one2one,ENSAPLG00000006032,SPATA4,ortholog_one2one,,,,ENSCJPG00005009959,SPATA4,ortholog_one2one,,,,SPATA4
ENSGALG00010003431,ENSMGAG00000013660,PM20D2,ortholog_one2one,ENSAPLG00000015721,PM20D2,ortholog_one2one,ENSACCG00020002718,PM20D2,ortholog_one2one,ENSCJPG00005004077,PM20D2,ortholog_one2one,ENSFALG00000002975,PM20D2,ortholog_one2one,PM20D2
ENSGALG00010003442,ENSMGAG00000007085,,ortholog_one2one,ENSAPLG00000005667,SPCS3,ortholog_one2one,ENSACCG00020010530,SPCS3,ortholog_one2one,ENSCJPG00005009962,SPCS3,ortholog_one2one,ENSFALG00000024232,SPCS3,ortholog_one2one,SPCS3
ENSGALG00010003449,,,,ENSAPLG00000029165,BORCS6,ortholog_one2one,ENSACCG00020002750,BORCS6,ortholog_one2one,ENSCJPG00005004081,BORCS6,ortholog_one2one,ENSFALG00000014792,,ortholog_one2one,BORCS6
ENSGALG00010003503,ENSMGAG00000014987,,ortholog_one2one,ENSAPLG00000004973,NUFIP1,ortholog_one2one,ENSACCG00020015631,NUFIP1,ortholog_one2one,ENSCJPG00005019727,NUFIP1,ortholog_one2one,ENSFALG00000024457,NUFIP1,ortholog_one2one,NUFIP1
ENSGALG00010003509,ENSMGAG00000014988,,ortholog_one2one,ENSAPLG00000004496,GPALPP1,ortholog_one2one,ENSACCG00020015644,GPALPP1,ortholog_one2one,ENSCJPG00005019728,GPALPP1,ortholog_one2one,ENSFALG00000027021,GPALPP1,ortholog_one2one,GPALPP1
ENSGALG00010003691,ENSMGAG00000013961,ERICH1,ortholog_one2one,ENSAPLG00000012685,ERICH1,ortholog_one2one,ENSACCG00020005864,ERICH1,ortholog_one2one,ENSCJPG00005008171,ERICH1,ortholog_one2one,ENSFALG00000001978,ERICH1,ortholog_one2one,ERICH1
ENSGALG00010003701,ENSMGAG00000008541,,ortholog_one2one,ENSAPLG00000009337,SARAF,ortholog_one2one,ENSACCG00020003977,SARAF,ortholog_one2one,ENSCJPG00005010625,SARAF,ortholog_one2one,ENSFALG00000006690,,ortholog_one2one,SARAF
ENSGALG00010003714,ENSMGAG00000013665,ORC3,ortholog_one2one,ENSAPLG00000010933,ORC3,ortholog_one2one,ENSACCG00020002824,ORC3,ortholog_one2one,ENSCJPG00005004247,ORC3,ortholog_one2one,ENSFALG00000002940,ORC3,ortholog_one2one,ORC3
ENSGALG00010003737,ENSMGAG00000008567,SRP72,ortholog_one2one,ENSAPLG00000008751,SRP72,ortholog_one2one,ENSACCG00020003953,SRP72,ortholog_one2one,ENSCJPG00005010629,SRP72,ortholog_one2one,ENSFALG00000006713,SRP72,ortholog_one2one,SRP72
ENSGALG00010003820,ENSMGAG00000013964,SH3YL1,ortholog_one2one,ENSAPLG00000012302,SH3YL1,ortholog_one2one,ENSACCG00020005740,SH3YL1,ortholog_one2one,ENSCJPG00005008181,SH3YL1,ortholog_one2one,ENSFALG00000001993,SH3YL1,ortholog_one2one,SH3YL1
ENSGALG00010003837,ENSMGAG00000013966,ALKAL2,ortholog_one2one,ENSAPLG00000030960,,ortholog_one2one,,,,ENSCJPG00005008184,ALKAL2,ortholog_one2one,ENSFALG00000002004,ALKAL2,ortholog_one2one,FAM150B
ENSGALG00010003838,ENSMGAG00000011058,GAR1,ortholog_one2one,ENSAPLG00000010926,GAR1,ortholog_one2one,ENSACCG00020006422,GAR1,ortholog_one2one,ENSCJPG00005006897,GAR1,ortholog_one2one,ENSFALG00000024007,GAR1,ortholog_one2one,GAR1
ENSGALG00010003844,,,,,,,ENSACCG00020005682,TMEM18,ortholog_one2one,,,,ENSFALG00000002005,TMEM18,ortholog_one2one,TMEM18
ENSGALG00010003848,ENSMGAG00000015002,,ortholog_one2one,ENSAPLG00000014654,ESD,ortholog_one2one,ENSACCG00020011833,ESD,ortholog_one2one,ENSCJPG00005019763,ESD,ortholog_one2one,ENSFALG00000025468,ESD,ortholog_one2one,ESD
ENSGALG00010003852,ENSMGAG00000017910,ELOC,ortholog_one2one,ENSAPLG00000016969,ELOC,ortholog_one2one,ENSACCG00020004765,ELOC,ortholog_one2one,ENSCJPG00005011741,ELOC,ortholog_one2one,ENSFALG00000008557,ELOC,ortholog_one2one,TCEB1
ENSGALG00010003860,ENSMGAG00000011552,,ortholog_one2one,ENSAPLG00000004856,TMEM70,ortholog_one2one,ENSACCG00020004759,TMEM70,ortholog_one2one,ENSCJPG00005011742,TMEM70,ortholog_one2one,ENSFALG00000023213,TMEM70,ortholog_one2one,TMEM70
ENSGALG00010003861,ENSMGAG00000021154,,ortholog_one2one,ENSAPLG00000021981,NUDT15,ortholog_one2one,ENSACCG00020011958,NUDT15,ortholog_one2one,ENSCJPG00005019771,NUDT15,ortholog_one2one,ENSFALG00000008258,NUDT15,ortholog_one2one,NUDT15
ENSGALG00010003870,ENSMGAG00000015006,,ortholog_one2one,ENSAPLG00000008395,MED4,ortholog_one2one,ENSACCG00020011985,MED4,ortholog_one2one,ENSCJPG00005019773,MED4,ortholog_one2one,ENSFALG00000008261,MED4,ortholog_one2one,MED4
ENSGALG00010003910,ENSMGAG00000016550,,ortholog_one2one,,,,ENSACCG00020000344,THAP9,ortholog_one2one,ENSCJPG00005010042,THAP9,ortholog_one2one,ENSFALG00000005646,THAP9,ortholog_one2one,THAP9
ENSGALG00010003915,ENSMGAG00000009808,MIOS,ortholog_one2one,ENSAPLG00000002570,MIOS,ortholog_one2one,ENSACCG00020010836,MIOS,ortholog_one2one,ENSCJPG00005011529,MIOS,ortholog_one2one,ENSFALG00000010192,MIOS,ortholog_one2one,MIOS
ENSGALG00010003962,,,,ENSAPLG00000002260,UMAD1,ortholog_one2one,ENSACCG00020010808,UMAD1,ortholog_one2one,ENSCJPG00005011535,UMAD1,ortholog_one2one,ENSFALG00000010182,UMAD1,ortholog_one2one,UMAD1
ENSGALG00010003980,ENSMGAG00000021415,CHCHD7,ortholog_one2one,ENSAPLG00000023206,CHCHD7,ortholog_one2one,ENSACCG00020004156,CHCHD7,ortholog_one2one,ENSCJPG00005010408,CHCHD7,ortholog_one2one,ENSFALG00000025511,CHCHD7,ortholog_one2one,CHCHD7
ENSGALG00010003988,ENSMGAG00000008026,,ortholog_one2one,ENSAPLG00000011747,ENOPH1,ortholog_one2one,ENSACCG00020000285,ENOPH1,ortholog_one2one,ENSCJPG00005010048,ENOPH1,ortholog_one2one,ENSFALG00000023501,ENOPH1,ortholog_one2one,ENOPH1
ENSGALG00010004109,ENSMGAG00000010089,AGMO,ortholog_one2one,ENSAPLG00000007511,AGMO,ortholog_one2one,ENSACCG00020009730,AGMO,ortholog_one2one,ENSCJPG00005011810,AGMO,ortholog_one2one,ENSFALG00000009978,AGMO,ortholog_one2one,AGMO
ENSGALG00010004135,ENSMGAG00000009824,,ortholog_one2one,ENSAPLG00000001063,NUP54,ortholog_one2one,ENSACCG00020015573,NUP54,ortholog_one2one,ENSCJPG00005000836,NUP54,ortholog_one2one,ENSFALG00000008452,NUP54,ortholog_one2one,NUP54
ENSGALG00010004149,ENSMGAG00000009855,,ortholog_one2one,ENSAPLG00000016271,SDAD1,ortholog_one2one,ENSACCG00020015650,SDAD1,ortholog_one2one,ENSCJPG00005001009,SDAD1,ortholog_one2one,ENSFALG00000008414,SDAD1,ortholog_one2one,SDAD1
ENSGALG00010004177,ENSMGAG00000019631,,ortholog_one2one,ENSAPLG00000016218,,ortholog_one2one,ENSACCG00020005436,,ortholog_one2one,ENSCJPG00005011676,CSPP1,ortholog_one2one,ENSFALG00000005394,CSPP1,ortholog_one2one,CSPP1
ENSGALG00010004224,ENSMGAG00000013711,NT5E,ortholog_one2one,ENSAPLG00000011054,NT5E,ortholog_one2one,ENSACCG00020003117,NT5E,ortholog_one2one,ENSCJPG00005004292,NT5E,ortholog_one2one,ENSFALG00000002812,NT5E,ortholog_one2one,NT5E
ENSGALG00010004230,ENSMGAG00000014006,TAF1B,ortholog_one2one,ENSAPLG00000008537,TAF1B,ortholog_one2one,ENSACCG00020012536,TAF1B,ortholog_one2one,ENSCJPG00005011032,TAF1B,ortholog_one2one,ENSFALG00000006636,TAF1B,ortholog_one2one,TAF1B
ENSGALG00010004307,ENSMGAG00000012679,,ortholog_one2one,ENSAPLG00000017454,NPC2,ortholog_one2one,ENSACCG00020002688,NPC2,ortholog_one2one,ENSCJPG00005019222,NPC2,ortholog_one2one,ENSFALG00000006290,,ortholog_one2one,NPC2
ENSGALG00010004355,ENSMGAG00000010117,ANKMY2,ortholog_one2one,ENSAPLG00000007875,ANKMY2,ortholog_one2one,ENSACCG00020009615,ANKMY2,ortholog_one2one,ENSCJPG00005011860,ANKMY2,ortholog_one2one,ENSFALG00000026739,ANKMY2,ortholog_one2one,ANKMY2
ENSGALG00010004356,ENSMGAG00000010558,TRAPPC8,ortholog_one2one,ENSAPLG00000007624,TRAPPC8,ortholog_one2one,ENSACCG00020005223,TRAPPC8,ortholog_one2one,ENSCJPG00005009907,TRAPPC8,ortholog_one2one,ENSFALG00000005939,TRAPPC8,ortholog_one2one,TRAPPC8
ENSGALG00010004424,ENSMGAG00000012480,MRPL18,ortholog_one2one,ENSAPLG00000006870,MRPL18,ortholog_one2one,ENSACCG00020004966,MRPL18,ortholog_one2one,ENSCJPG00005005329,MRPL18,ortholog_one2one,ENSFALG00000012086,MRPL18,ortholog_one2one,MRPL18
ENSGALG00010004440,,,,ENSAPLG00000028372,GTF2H5,ortholog_one2one,ENSACCG00020008688,GTF2H5,ortholog_one2one,ENSCJPG00005008575,GTF2H5,ortholog_one2one,ENSFALG00000012598,GTF2H5,ortholog_one2one,GTF2H5
ENSGALG00010004487,ENSMGAG00000014402,,ortholog_one2one,ENSAPLG00000003049,ABHD10,ortholog_one2one,ENSACCG00020005318,ABHD10,ortholog_one2one,ENSCJPG00005017666,ABHD10,ortholog_one2one,ENSFALG00000006342,ABHD10,ortholog_one2one,ABHD10
ENSGALG00010004533,ENSMGAG00000011644,PAG1,ortholog_one2one,ENSAPLG00000004448,PAG1,ortholog_one2one,ENSACCG00020004595,PAG1,ortholog_one2one,ENSCJPG00005011821,PAG1,ortholog_one2one,ENSFALG00000008625,PAG1,ortholog_one2one,PAG1
ENSGALG00010004542,ENSMGAG00000012202,ERMARD,ortholog_one2one,ENSAPLG00000010834,ERMARD,ortholog_one2one,ENSACCG00020005325,ERMARD,ortholog_one2one,ENSCJPG00005003920,ERMARD,ortholog_one2one,ENSFALG00000003184,ERMARD,ortholog_one2one,ERMARD
ENSGALG00010004666,ENSMGAG00000015838,C6orf120,ortholog_one2one,ENSAPLG00000001155,C6orf120,ortholog_one2one,ENSACCG00020005387,C6orf120,ortholog_one2one,ENSCJPG00005003935,C6orf120,ortholog_one2one,ENSFALG00000015337,C6orf120,ortholog_one2one,C6orf120
ENSGALG00010004739,ENSMGAG00000020341,,ortholog_one2one,ENSAPLG00000026579,,ortholog_one2one,,,,,,,,,,
ENSGALG00010004762,ENSMGAG00000014386,,ortholog_one2one,ENSAPLG00000005696,IFT57,ortholog_one2one,ENSACCG00020003579,IFT57,ortholog_one2one,ENSCJPG00005017642,IFT57,ortholog_one2one,ENSFALG00000006474,IFT57,ortholog_one2one,IFT57
ENSGALG00010004803,ENSMGAG00000010079,RMC1,ortholog_one2one,ENSAPLG00000006991,RMC1,ortholog_one2one,ENSACCG00020006842,RMC1,ortholog_one2one,ENSCJPG00005009279,RMC1,ortholog_one2one,ENSFALG00000006142,RMC1,ortholog_one2one,RMC1
ENSGALG00010004837,ENSMGAG00000010297,,ortholog_one2one,ENSAPLG00000008578,,ortholog_one2one,ENSACCG00020007089,,ortholog_one2one,ENSCJPG00005018824,,ortholog_one2one,,,,CENPC
ENSGALG00010004868,ENSMGAG00000015149,,ortholog_one2one,ENSAPLG00000014400,NPAT,ortholog_one2one,ENSACCG00020007413,NPAT,ortholog_one2one,ENSCJPG00005003433,NPAT,ortholog_one2one,ENSFALG00000000456,NPAT,ortholog_one2one,NPAT
ENSGALG00010004871,ENSMGAG00000015144,,ortholog_one2one,ENSAPLG00000006649,C11orf87,ortholog_one2one,ENSACCG00020007280,C11orf87,ortholog_one2one,ENSCJPG00005001772,C11orf87,ortholog_one2one,ENSFALG00000028724,C11orf87,ortholog_one2one,C11orf87
ENSGALG00010004944,ENSMGAG00000012910,ALKBH1,ortholog_one2one,ENSAPLG00000015685,ALKBH1,ortholog_one2one,ENSACCG00020001043,ALKBH1,ortholog_one2one,ENSCJPG00005019292,ALKBH1,ortholog_one2one,ENSFALG00000012588,ALKBH1,ortholog_one2one,ALKBH1
ENSGALG00010004950,,,,ENSAPLG00000000880,SLIRP,ortholog_one2one,ENSACCG00020001027,,ortholog_one2one,ENSCJPG00005019293,SLIRP,ortholog_one2one,,,,SLIRP
ENSGALG00010004951,ENSMGAG00000012282,AFDN,ortholog_one2one,ENSAPLG00000002298,AFDN,ortholog_one2one,ENSACCG00020005738,AFDN,ortholog_one2one,ENSCJPG00005003980,AFDN,ortholog_one2one,ENSFALG00000012348,AFDN,ortholog_one2one,AFDN
ENSGALG00010004970,ENSMGAG00000008755,,ortholog_one2one,,,,ENSACCG00020002052,RBM48,ortholog_one2one,ENSCJPG00005009712,RBM48,ortholog_one2one,ENSFALG00000010436,RBM48,ortholog_one2one,RBM48
ENSGALG00010004975,ENSMGAG00000012911,SNW1,ortholog_one2one,ENSAPLG00000015739,SNW1,ortholog_one2one,ENSACCG00020001009,SNW1,ortholog_one2one,ENSCJPG00005019294,SNW1,ortholog_one2one,ENSFALG00000012579,SNW1,ortholog_one2one,SNW1
ENSGALG00010005060,ENSMGAG00000015094,,ortholog_one2one,ENSAPLG00000008213,POMP,ortholog_one2one,ENSACCG00020015647,POMP,ortholog_one2one,ENSCJPG00005020430,POMP,ortholog_one2one,ENSFALG00000008541,POMP,ortholog_one2one,POMP
ENSGALG00010005077,ENSMGAG00000012763,ERG28,ortholog_one2one,ENSAPLG00000011876,ERG28,ortholog_one2one,ENSACCG00020001961,ERG28,ortholog_one2one,ENSCJPG00005019254,ERG28,ortholog_one2one,ENSFALG00000006377,ERG28,ortholog_one2one,C5H14orf1
ENSGALG00010005082,ENSMGAG00000022859,,ortholog_one2one,ENSAPLG00000005977,,ortholog_one2one,ENSACCG00020015871,,ortholog_one2one,ENSCJPG00005020444,,ortholog_one2one,ENSFALG00000023517,,ortholog_one2one,
ENSGALG00010005177,ENSMGAG00000015160,,ortholog_one2one,ENSAPLG00000011885,AASDHPPT,ortholog_one2one,ENSACCG00020007826,AASDHPPT,ortholog_one2one,ENSCJPG00005003500,AASDHPPT,ortholog_one2one,ENSFALG00000000443,AASDHPPT,ortholog_one2one,AASDHPPT
ENSGALG00010005261,ENSMGAG00000014343,ATG3,ortholog_one2one,,,,ENSACCG00020002194,ATG3,ortholog_one2one,,,,ENSFALG00000005830,ATG3,ortholog_one2one,ATG3
ENSGALG00010005261,ENSMGAG00000014343,ATG3,ortholog_one2one,,,,ENSACCG00020002194,ATG3,ortholog_one2one,,,,ENSFALG00000005830,ATG3,ortholog_one2one,ATG3
ENSGALG00010005261,ENSMGAG00000014343,ATG3,ortholog_one2one,,,,ENSACCG00020002194,ATG3,ortholog_one2one,,,,ENSFALG00000005830,ATG3,ortholog_one2one,ATG3
ENSGALG00010005261,ENSMGAG00000014343,ATG3,ortholog_one2one,,,,ENSACCG00020002194,ATG3,ortholog_one2one,,,,ENSFALG00000005830,ATG3,ortholog_one2one,ATG3
ENSGALG00010005267,ENSMGAG00000008609,,ortholog_one2one,ENSAPLG00000007247,CYP51A1,ortholog_one2one,ENSACCG00020002273,CYP51A1,ortholog_one2one,ENSCJPG00005009307,CYP51A1,ortholog_one2one,ENSFALG00000010478,CYP51A1,ortholog_one2one,CYP51A1
ENSGALG00010005269,ENSMGAG00000004418,KIN,ortholog_one2one,ENSAPLG00000008247,KIN,ortholog_one2one,ENSACCG00020003554,KIN,ortholog_one2one,ENSCJPG00005004216,KIN,ortholog_one2one,ENSFALG00000024087,KIN,ortholog_one2one,KIN
ENSGALG00010005283,ENSMGAG00000004441,ATP5F1C,ortholog_one2one,ENSAPLG00000007987,ATP5F1C,ortholog_one2one,ENSACCG00020003589,ATP5F1C,ortholog_one2one,ENSCJPG00005004221,ATP5F1C,ortholog_one2one,ENSFALG00000001861,ATP5F1C,ortholog_one2one,ATP5C1
ENSGALG00010005293,ENSMGAG00000014347,BLZF1,ortholog_one2one,ENSAPLG00000007488,BLZF1,ortholog_one2one,ENSACCG00020002301,BLZF1,ortholog_one2one,ENSCJPG00005017474,BLZF1,ortholog_one2one,ENSFALG00000005752,BLZF1,ortholog_one2one,BLZF1
ENSGALG00010005310,ENSMGAG00000011244,LAMTOR3,ortholog_one2one,,,,ENSACCG00020005526,LAMTOR3,ortholog_one2one,ENSCJPG00005006974,LAMTOR3,ortholog_one2one,ENSFALG00000027551,LAMTOR3,ortholog_one2one,LAMTOR3
ENSGALG00010005310,ENSMGAG00000011244,LAMTOR3,ortholog_one2one,,,,ENSACCG00020005526,LAMTOR3,ortholog_one2one,ENSCJPG00005006974,LAMTOR3,ortholog_one2one,ENSFALG00000027551,LAMTOR3,ortholog_one2one,LAMTOR3
ENSGALG00010005329,ENSMGAG00000012877,VIPAS39,ortholog_one2one,,,,ENSACCG00020001108,VIPAS39,ortholog_one2one,ENSCJPG00005019288,VIPAS39,ortholog_one2one,ENSFALG00000012687,VIPAS39,ortholog_one2one,VIPAS39
ENSGALG00010005366,ENSMGAG00000010446,AUP1,ortholog_one2one,ENSAPLG00000004504,AUP1,ortholog_one2one,ENSACCG00020015228,AUP1,ortholog_one2one,ENSCJPG00005007580,AUP1,ortholog_one2one,ENSFALG00000011055,AUP1,ortholog_one2one,AUP1
ENSGALG00010005438,,,,ENSAPLG00000013588,GPR180,ortholog_one2one,ENSACCG00020014066,GPR180,ortholog_one2one,ENSCJPG00005019422,GPR180,ortholog_one2one,ENSFALG00000004490,GPR180,ortholog_one2one,GPR180
ENSGALG00010005438,,,,ENSAPLG00000013588,GPR180,ortholog_one2one,ENSACCG00020014066,GPR180,ortholog_one2one,ENSCJPG00005019422,GPR180,ortholog_one2one,ENSFALG00000004490,GPR180,ortholog_one2one,GPR180
ENSGALG00010005449,ENSMGAG00000014352,TIPRL,ortholog_one2one,ENSAPLG00000010457,TIPRL,ortholog_one2one,ENSACCG00020002404,TIPRL,ortholog_one2one,ENSCJPG00005017480,TIPRL,ortholog_one2one,ENSFALG00000005729,TIPRL,ortholog_one2one,TIPRL
ENSGALG00010005475,ENSMGAG00000012870,TMEM181,ortholog_one2one,ENSAPLG00000013329,,ortholog_one2one,ENSACCG00020008797,TMEM181,ortholog_one2one,ENSCJPG00005008616,TMEM181,ortholog_one2one,ENSFALG00000012615,TMEM181,ortholog_one2one,TMEM181
ENSGALG00010005484,ENSMGAG00000012604,GINM1,ortholog_one2one,ENSAPLG00000008777,GINM1,ortholog_one2one,ENSACCG00020005522,GINM1,ortholog_one2one,ENSCJPG00005006199,GINM1,ortholog_one2one,ENSFALG00000012135,GINM1,ortholog_one2one,GINM1
ENSGALG00010005514,ENSMGAG00000015129,,ortholog_one2one,ENSAPLG00000003163,EEF1AKMT1,ortholog_one2one,ENSACCG00020006819,EEF1AKMT1,ortholog_one2one,ENSCJPG00005001404,EEF1AKMT1,ortholog_one2one,ENSFALG00000008739,EEF1AKMT1,ortholog_one2one,EEF1AKMT1
ENSGALG00010005534,ENSMGAG00000005526,,ortholog_one2one,ENSAPLG00000013603,,ortholog_one2one,ENSACCG00020002141,,ortholog_one2one,ENSCJPG00005003302,,ortholog_one2one,ENSFALG00000027061,,ortholog_one2one,
ENSGALG00010005549,ENSMGAG00000001223,RNF20,ortholog_one2one,ENSAPLG00000007347,RNF20,ortholog_one2one,ENSACCG00020014919,RNF20,ortholog_one2one,ENSCJPG00005001239,RNF20,ortholog_one2one,ENSFALG00000000221,RNF20,ortholog_one2one,RNF20
ENSGALG00010005565,ENSMGAG00000002985,PGAP4,ortholog_one2one,ENSAPLG00000007344,PGAP4,ortholog_one2one,ENSACCG00020015021,PGAP4,ortholog_one2one,ENSCJPG00005001250,PGAP4,ortholog_one2one,ENSFALG00000000226,PGAP4,ortholog_one2one,PGAP4
ENSGALG00010005668,ENSMGAG00000014365,LNP1,ortholog_one2one,ENSAPLG00000012057,LNP1,ortholog_one2one,,,,,,,ENSFALG00000005929,LNP1,ortholog_one2one,LNP1
ENSGALG00010005694,,,,ENSAPLG00000008521,,ortholog_one2one,ENSACCG00020009127,,ortholog_one2one,ENSCJPG00005008678,,ortholog_one2one,ENSFALG00000023436,,ortholog_one2one,PEX3
ENSGALG00010005724,ENSMGAG00000004614,PROSER2,ortholog_one2one,ENSAPLG00000027360,PROSER2,ortholog_one2one,ENSACCG00020003744,PROSER2,ortholog_one2one,ENSCJPG00005004259,PROSER2,ortholog_one2one,ENSFALG00000023953,PROSER2,ortholog_one2one,PROSER2
ENSGALG00010005853,,,,ENSAPLG00000013438,COMMD3,ortholog_one2one,ENSACCG00020006882,COMMD3,ortholog_one2one,ENSCJPG00005004059,,ortholog_one2one,ENSFALG00000007309,COMMD3,ortholog_one2one,COMMD3
ENSGALG00010005858,ENSMGAG00000006201,,ortholog_one2one,ENSAPLG00000011187,CFAP97,ortholog_one2one,ENSACCG00020010013,CFAP97,ortholog_one2one,ENSCJPG00005009598,CFAP97,ortholog_one2one,ENSFALG00000011850,CFAP97,ortholog_one2one,CFAP97
ENSGALG00010005963,ENSMGAG00000004595,UGCG,ortholog_one2one,ENSAPLG00000011958,UGCG,ortholog_one2one,ENSACCG00020015337,UGCG,ortholog_one2one,ENSCJPG00005001608,UGCG,ortholog_one2one,ENSFALG00000027726,UGCG,ortholog_one2one,UGCG
ENSGALG00010005969,ENSMGAG00000012960,,ortholog_one2one,ENSAPLG00000003922,,ortholog_one2one,ENSACCG00020009362,HECA,ortholog_one2one,ENSCJPG00005008813,HECA,ortholog_one2one,ENSFALG00000012815,,ortholog_one2one,HECA
ENSGALG00010006015,ENSMGAG00000004618,CDC123,ortholog_one2one,ENSAPLG00000005383,CDC123,ortholog_one2one,ENSACCG00020003875,CDC123,ortholog_one2one,ENSCJPG00005004475,CDC123,ortholog_one2one,ENSFALG00000025654,CDC123,ortholog_one2one,CDC123
ENSGALG00010006032,ENSMGAG00000005187,MEIG1,ortholog_one2one,ENSAPLG00000005597,MEIG1,ortholog_one2one,ENSACCG00020006112,MEIG1,ortholog_one2one,ENSCJPG00005004691,MEIG1,ortholog_one2one,,,,MEIG1
ENSGALG00010006038,,,,,,,ENSACCG00020016834,,ortholog_one2one,ENSCJPG00005006853,,ortholog_one2one,ENSFALG00000026858,,ortholog_one2one,
ENSGALG00010006049,ENSMGAG00000005919,,ortholog_one2one,ENSAPLG00000006022,AIMP1,ortholog_one2one,ENSACCG00020006181,AIMP1,ortholog_one2one,ENSCJPG00005009550,AIMP1,ortholog_one2one,ENSFALG00000012349,AIMP1,ortholog_one2one,AIMP1
ENSGALG00010006053,,,,ENSAPLG00000026222,TMEM243,ortholog_one2one,ENSACCG00020006119,TMEM243,ortholog_one2one,ENSCJPG00005004692,TMEM243,ortholog_one2one,ENSFALG00000001930,TMEM243,ortholog_one2one,TMEM243
ENSGALG00010006060,,,,ENSAPLG00000026761,,ortholog_one2one,ENSACCG00020016838,,ortholog_one2one,,,,,,,
ENSGALG00010006108,ENSMGAG00000003893,,ortholog_one2one,ENSAPLG00000003364,MKLN1,ortholog_one2one,ENSACCG00020003278,MKLN1,ortholog_one2one,ENSCJPG00005004154,MKLN1,ortholog_one2one,ENSFALG00000011915,MKLN1,ortholog_one2one,MKLN1
ENSGALG00010006110,ENSMGAG00000018751,,ortholog_one2one,,,,ENSACCG00020016801,,ortholog_one2one,,,,ENSFALG00000027961,,ortholog_one2one,
ENSGALG00010006120,,,,ENSAPLG00000019370,MOGS,ortholog_one2one,,,,ENSCJPG00005006879,MOGS,ortholog_one2one,ENSFALG00000026298,,ortholog_one2one,MOGS
ENSGALG00010006135,ENSMGAG00000012742,ZC2HC1C,ortholog_one2one,,,,ENSACCG00020002116,ZC2HC1C,ortholog_one2one,ENSCJPG00005019247,ZC2HC1C,ortholog_one2one,ENSFALG00000006348,,ortholog_one2one,ZC2HC1C
ENSGALG00010006151,,,,,,,ENSACCG00020004859,SPIDR,ortholog_one2one,ENSCJPG00005009985,SPIDR,ortholog_one2one,ENSFALG00000023516,SPIDR,ortholog_one2one,
ENSGALG00010006193,ENSMGAG00000003981,,ortholog_one2one,ENSAPLG00000004190,RBM17,ortholog_one2one,ENSACCG00020003361,RBM17,ortholog_one2one,ENSCJPG00005004165,RBM17,ortholog_one2one,ENSFALG00000001790,RBM17,ortholog_one2one,RBM17
