Gene stable ID,Domestic yak gene stable ID,Domestic yak gene name,Domestic yak homology type,Goat gene stable ID,Goat gene name,Goat homology type,Sheep gene stable ID,Sheep gene name,Sheep homology type,Yarkand deer gene stable ID,Yarkand deer gene name,Yarkand deer homology type,Gene name
ENSBTAG00000014687,ENSBGRG00000021269,TP53I13,ortholog_one2one,ENSCHIG00000008978,TP53I13,ortholog_one2one,ENSOARG00020017805,TP53I13,ortholog_one2one,ENSCHYG00000016493,,ortholog_one2one,TP53I13
ENSBTAG00000014693,ENSBGRG00000011023,TMEM88,ortholog_one2one,ENSCHIG00000017315,TMEM88,ortholog_one2one,ENSOARG00020010194,TMEM88,ortholog_one2one,ENSCHYG00000013718,TMEM88,ortholog_one2one,TMEM88
ENSBTAG00000014694,ENSBGRG00000008039,JTB,ortholog_one2one,ENSCHIG00000021425,JTB,ortholog_one2one,ENSOARG00020001313,JTB,ortholog_one2one,ENSCHYG00000014678,JTB,ortholog_one2one,JTB
ENSBTAG00000014695,ENSBGRG00000010936,NAA38,ortholog_one2one,ENSCHIG00000023618,NAA38,ortholog_one2one,ENSOARG00020010108,NAA38,ortholog_one2one,ENSCHYG00000013759,NAA38,ortholog_one2one,NAA38
ENSBTAG00000014722,ENSBGRG00000001316,TSTD2,ortholog_one2one,ENSCHIG00000010183,TSTD2,ortholog_one2one,ENSOARG00020001739,TSTD2,ortholog_one2one,,,,TSTD2
ENSBTAG00000014722,ENSBGRG00000001316,TSTD2,ortholog_one2one,ENSCHIG00000010183,TSTD2,ortholog_one2one,ENSOARG00020001739,TSTD2,ortholog_one2one,,,,TSTD2
ENSBTAG00000014773,ENSBGRG00000000998,HMMR,ortholog_one2one,ENSCHIG00000026654,HMMR,ortholog_one2one,ENSOARG00020012695,HMMR,ortholog_one2one,ENSCHYG00000020571,HMMR,ortholog_one2one,HMMR
ENSBTAG00000014790,ENSBGRG00000006306,ZBTB2,ortholog_one2one,ENSCHIG00000023404,ZBTB2,ortholog_one2one,ENSOARG00020021872,ZBTB2,ortholog_one2one,ENSCHYG00000025392,ZBTB2,ortholog_one2one,ZBTB2
ENSBTAG00000014793,ENSBGRG00000004950,FIRRM,ortholog_one2one,ENSCHIG00000016456,FIRRM,ortholog_one2one,ENSOARG00020008897,FIRRM,ortholog_one2one,ENSCHYG00000016144,FIRRM,ortholog_one2one,FIRRM
ENSBTAG00000014799,ENSBGRG00000016610,ARMC7,ortholog_one2one,ENSCHIG00000025430,ARMC7,ortholog_one2one,ENSOARG00020039993,ARMC7,ortholog_one2one,,,,ARMC7
ENSBTAG00000014805,ENSBGRG00000023470,ENOPH1,ortholog_one2one,ENSCHIG00000023652,ENOPH1,ortholog_one2one,ENSOARG00020010424,ENOPH1,ortholog_one2one,,,,ENOPH1
ENSBTAG00000014805,ENSBGRG00000023470,ENOPH1,ortholog_one2one,ENSCHIG00000023652,ENOPH1,ortholog_one2one,ENSOARG00020010424,ENOPH1,ortholog_one2one,,,,ENOPH1
ENSBTAG00000014822,ENSBGRG00000003895,MRPL52,ortholog_one2one,ENSCHIG00000014047,MRPL52,ortholog_one2one,ENSOARG00020010106,MRPL52,ortholog_one2one,ENSCHYG00000018959,,ortholog_one2one,MRPL52
ENSBTAG00000014841,ENSBGRG00000018500,GBA1,ortholog_one2one,ENSCHIG00000026113,GBA1,ortholog_one2one,ENSOARG00020010312,GBA1,ortholog_one2one,ENSCHYG00000005419,GBA1,ortholog_one2one,GBA1
ENSBTAG00000014877,ENSBGRG00000026820,UNC50,ortholog_one2one,ENSCHIG00000014096,UNC50,ortholog_one2one,ENSOARG00020013795,UNC50,ortholog_one2one,ENSCHYG00000008881,UNC50,ortholog_one2one,UNC50
ENSBTAG00000014956,ENSBGRG00000001703,JSRP1,ortholog_one2one,ENSCHIG00000011843,JSRP1,ortholog_one2one,ENSOARG00020022642,JSRP1,ortholog_one2one,ENSCHYG00000000925,JSRP1,ortholog_one2one,JSRP1
ENSBTAG00000015004,ENSBGRG00000019178,TBCB,ortholog_one2one,ENSCHIG00000024193,TBCB,ortholog_one2one,ENSOARG00020011496,TBCB,ortholog_one2one,ENSCHYG00000009002,TBCB,ortholog_one2one,TBCB
ENSBTAG00000015014,ENSBGRG00000017015,CENPO,ortholog_one2one,,,,ENSOARG00020021166,CENPO,ortholog_one2one,ENSCHYG00000014066,CENPO,ortholog_one2one,CENPO
ENSBTAG00000015014,ENSBGRG00000017015,CENPO,ortholog_one2one,,,,ENSOARG00020021166,CENPO,ortholog_one2one,ENSCHYG00000014066,CENPO,ortholog_one2one,CENPO
ENSBTAG00000015032,ENSBGRG00000018040,CD14,ortholog_one2one,ENSCHIG00000011350,CD14,ortholog_one2one,ENSOARG00020022493,CD14,ortholog_one2one,ENSCHYG00000021456,CD14,ortholog_one2one,CD14
ENSBTAG00000015051,ENSBGRG00000005610,POLRMT,ortholog_one2one,ENSCHIG00000013267,POLRMT,ortholog_one2one,ENSOARG00020011277,POLRMT,ortholog_one2one,ENSCHYG00000006842,POLRMT,ortholog_one2one,POLRMT
ENSBTAG00000015069,ENSBGRG00000003722,PCNP,ortholog_one2one,,,,,,,ENSCHYG00000021810,PCNP,ortholog_one2one,PCNP
ENSBTAG00000015069,ENSBGRG00000003722,PCNP,ortholog_one2one,,,,,,,ENSCHYG00000021810,PCNP,ortholog_one2one,PCNP
ENSBTAG00000015075,ENSBGRG00000017876,HSCB,ortholog_one2one,ENSCHIG00000025855,HSCB,ortholog_one2one,ENSOARG00020008236,HSCB,ortholog_one2one,,,,HSCB
ENSBTAG00000015097,ENSBGRG00000003856,CACFD1,ortholog_one2one,ENSCHIG00000022694,CACFD1,ortholog_one2one,ENSOARG00020002308,CACFD1,ortholog_one2one,ENSCHYG00000010507,CACFD1,ortholog_one2one,CACFD1
ENSBTAG00000015117,ENSBGRG00000007568,GADD45GIP1,ortholog_one2one,ENSCHIG00000017823,GADD45GIP1,ortholog_one2one,ENSOARG00020009801,GADD45GIP1,ortholog_one2one,ENSCHYG00000017788,GADD45GIP1,ortholog_one2one,GADD45GIP1
ENSBTAG00000015140,ENSBGRG00000006232,RUNDC1,ortholog_one2one,ENSCHIG00000024583,RUNDC1,ortholog_one2one,ENSOARG00020021471,RUNDC1,ortholog_one2one,ENSCHYG00000013577,RUNDC1,ortholog_one2one,RUNDC1
ENSBTAG00000015156,ENSBGRG00000019621,,ortholog_one2one,,,,,,,ENSCHYG00000017223,,ortholog_one2one,
ENSBTAG00000015156,ENSBGRG00000019621,,ortholog_one2one,,,,,,,ENSCHYG00000017223,,ortholog_one2one,
ENSBTAG00000015156,ENSBGRG00000019621,,ortholog_one2one,,,,,,,ENSCHYG00000017223,,ortholog_one2one,
ENSBTAG00000015156,ENSBGRG00000019621,,ortholog_one2one,,,,,,,ENSCHYG00000017223,,ortholog_one2one,
ENSBTAG00000015336,ENSBGRG00000001499,PRUNE1,ortholog_one2one,ENSCHIG00000011605,PRUNE1,ortholog_one2one,ENSOARG00020011679,PRUNE1,ortholog_one2one,ENSCHYG00000008341,PRUNE1,ortholog_one2one,PRUNE1
ENSBTAG00000015339,ENSBGRG00000023631,ENDOV,ortholog_one2one,ENSCHIG00000021238,ENDOV,ortholog_one2one,ENSOARG00020022076,ENDOV,ortholog_one2one,ENSCHYG00000009931,,ortholog_one2one,ENDOV
ENSBTAG00000015346,ENSBGRG00000002640,NASP,ortholog_one2one,ENSCHIG00000014381,NASP,ortholog_one2one,,,,,,,NASP
ENSBTAG00000015346,ENSBGRG00000002640,NASP,ortholog_one2one,ENSCHIG00000014381,NASP,ortholog_one2one,,,,,,,NASP
ENSBTAG00000015346,ENSBGRG00000002640,NASP,ortholog_one2one,ENSCHIG00000014381,NASP,ortholog_one2one,,,,,,,NASP
ENSBTAG00000015346,ENSBGRG00000002640,NASP,ortholog_one2one,ENSCHIG00000014381,NASP,ortholog_one2one,,,,,,,NASP
ENSBTAG00000015349,ENSBGRG00000001556,C1orf56,ortholog_one2one,,,,ENSOARG00020011990,C1orf56,ortholog_one2one,ENSCHYG00000008299,,ortholog_one2one,C3H1orf56
ENSBTAG00000015388,ENSBGRG00000020732,RPL18,ortholog_one2one,ENSCHIG00000017451,,ortholog_one2one,ENSOARG00020016791,RPL18,ortholog_one2one,ENSCHYG00000000169,RPL18,ortholog_one2one,RPL18
ENSBTAG00000015403,ENSBGRG00000004205,TPP1,ortholog_one2one,,,,ENSOARG00020009332,TPP1,ortholog_one2one,ENSCHYG00000013605,TPP1,ortholog_one2one,TPP1
ENSBTAG00000015407,ENSBGRG00000020656,IL22,ortholog_one2one,ENSCHIG00000018211,IL22,ortholog_one2one,ENSOARG00020005381,IL22,ortholog_one2one,ENSCHYG00000002734,IL22,ortholog_one2one,IL22
ENSBTAG00000015432,ENSBGRG00000012554,TMEM231,ortholog_one2one,ENSCHIG00000024577,TMEM231,ortholog_one2one,ENSOARG00020020161,TMEM231,ortholog_one2one,ENSCHYG00000014326,TMEM231,ortholog_one2one,TMEM231
ENSBTAG00000015529,ENSBGRG00000018588,CHCHD4,ortholog_one2one,ENSCHIG00000018477,CHCHD4,ortholog_one2one,ENSOARG00020035149,CHCHD4,ortholog_one2one,ENSCHYG00000023706,,ortholog_one2one,CHCHD4
ENSBTAG00000015579,ENSBGRG00000015984,TMEM160,ortholog_one2one,ENSCHIG00000020208,TMEM160,ortholog_one2one,ENSOARG00020011550,TMEM160,ortholog_one2one,ENSCHYG00000016093,TMEM160,ortholog_one2one,TMEM160
ENSBTAG00000015591,ENSBGRG00000004587,SQSTM1,ortholog_one2one,ENSCHIG00000022932,SQSTM1,ortholog_one2one,ENSOARG00020014013,SQSTM1,ortholog_one2one,ENSCHYG00000024608,SQSTM1,ortholog_one2one,SQSTM1
ENSBTAG00000015593,ENSBGRG00000012574,KIAA0753,ortholog_one2one,ENSCHIG00000018835,KIAA0753,ortholog_one2one,ENSOARG00020011849,KIAA0753,ortholog_one2one,ENSCHYG00000009385,KIAA0753,ortholog_one2one,KIAA0753
ENSBTAG00000015602,ENSBGRG00000004791,MRNIP,ortholog_one2one,ENSCHIG00000017185,MRNIP,ortholog_one2one,ENSOARG00020013856,MRNIP,ortholog_one2one,ENSCHYG00000024479,MRNIP,ortholog_one2one,MRNIP
ENSBTAG00000015636,ENSBGRG00000002101,SHFL,ortholog_one2one,ENSCHIG00000026620,SHFL,ortholog_one2one,ENSOARG00020003046,SHFL,ortholog_one2one,ENSCHYG00000001268,SHFL,ortholog_one2one,SHFL
ENSBTAG00000015659,ENSBGRG00000026786,CIAO1,ortholog_one2one,ENSCHIG00000022318,CIAO1,ortholog_one2one,ENSOARG00020000414,CIAO1,ortholog_one2one,,,,CIAO1
ENSBTAG00000015659,ENSBGRG00000026786,CIAO1,ortholog_one2one,ENSCHIG00000022318,CIAO1,ortholog_one2one,ENSOARG00020000414,CIAO1,ortholog_one2one,,,,CIAO1
ENSBTAG00000015667,ENSBGRG00000026785,TMEM127,ortholog_one2one,ENSCHIG00000012001,TMEM127,ortholog_one2one,ENSOARG00020000447,TMEM127,ortholog_one2one,,,,TMEM127
ENSBTAG00000015667,ENSBGRG00000026785,TMEM127,ortholog_one2one,ENSCHIG00000012001,TMEM127,ortholog_one2one,ENSOARG00020000447,TMEM127,ortholog_one2one,,,,TMEM127
ENSBTAG00000015686,ENSBGRG00000025031,TERF2IP,ortholog_one2one,,,,ENSOARG00020020501,TERF2IP,ortholog_one2one,ENSCHYG00000015398,TERF2IP,ortholog_one2one,TERF2IP
ENSBTAG00000015686,ENSBGRG00000025031,TERF2IP,ortholog_one2one,,,,ENSOARG00020020501,TERF2IP,ortholog_one2one,ENSCHYG00000015398,TERF2IP,ortholog_one2one,TERF2IP
ENSBTAG00000015719,ENSBGRG00000007547,PIGF,ortholog_one2one,ENSCHIG00000015763,PIGF,ortholog_one2one,ENSOARG00020005433,PIGF,ortholog_one2one,ENSCHYG00000017391,PIGF,ortholog_one2one,PIGF
ENSBTAG00000015753,,,,ENSCHIG00000006062,,ortholog_one2one,ENSOARG00020004698,,ortholog_one2one,ENSCHYG00000024038,,ortholog_one2one,RSBN1L
ENSBTAG00000015758,ENSBGRG00000014806,,ortholog_one2one,ENSCHIG00000024290,USB1,ortholog_one2one,ENSOARG00020008448,USB1,ortholog_one2one,ENSCHYG00000015143,USB1,ortholog_one2one,USB1
ENSBTAG00000015778,ENSBGRG00000007127,SASS6,ortholog_one2one,ENSCHIG00000018431,SASS6,ortholog_one2one,ENSOARG00020001994,SASS6,ortholog_one2one,ENSCHYG00000013179,SASS6,ortholog_one2one,SASS6
ENSBTAG00000015781,ENSBGRG00000007344,TRMT13,ortholog_one2one,ENSCHIG00000015395,TRMT13,ortholog_one2one,ENSOARG00020002056,TRMT13,ortholog_one2one,ENSCHYG00000013026,TRMT13,ortholog_one2one,TRMT13
ENSBTAG00000015834,,,,ENSCHIG00000025882,,ortholog_one2one,ENSOARG00020021345,ARHGEF4,ortholog_one2one,ENSCHYG00000014466,ARHGEF4,ortholog_one2one,ARHGEF4
ENSBTAG00000015878,ENSBGRG00000013799,RHNO1,ortholog_one2one,ENSCHIG00000013733,RHNO1,ortholog_one2one,ENSOARG00020011950,RHNO1,ortholog_one2one,ENSCHYG00000013572,RHNO1,ortholog_one2one,RHNO1
ENSBTAG00000015912,ENSBGRG00000014899,,ortholog_one2one,,,,ENSOARG00020017113,,ortholog_one2one,ENSCHYG00000005218,,ortholog_one2one,DMKN
ENSBTAG00000015915,ENSBGRG00000025300,SBSN,ortholog_one2one,ENSCHIG00000016748,SBSN,ortholog_one2one,,,,ENSCHYG00000005564,SBSN,ortholog_one2one,SBSN
ENSBTAG00000016014,ENSBGRG00000000689,NUP42,ortholog_one2one,ENSCHIG00000009608,NUP42,ortholog_one2one,ENSOARG00020006652,NUP42,ortholog_one2one,ENSCHYG00000012296,NUP42,ortholog_one2one,NUP42
ENSBTAG00000016017,ENSBGRG00000021204,CCDC40,ortholog_one2one,ENSCHIG00000006318,CCDC40,ortholog_one2one,ENSOARG00020013956,CCDC40,ortholog_one2one,ENSCHYG00000010744,CCDC40,ortholog_one2one,CCDC40
ENSBTAG00000016034,ENSBGRG00000019164,,ortholog_one2one,,,,,,,,,,EXOSC5
ENSBTAG00000016122,ENSBGRG00000012664,PIGT,ortholog_one2one,ENSCHIG00000021336,PIGT,ortholog_one2one,ENSOARG00020013290,PIGT,ortholog_one2one,ENSCHYG00000016722,PIGT,ortholog_one2one,PIGT
ENSBTAG00000016126,ENSBGRG00000017128,NUP85,ortholog_one2one,ENSCHIG00000017756,NUP85,ortholog_one2one,ENSOARG00020005621,NUP85,ortholog_one2one,ENSCHYG00000002671,NUP85,ortholog_one2one,NUP85
ENSBTAG00000016202,ENSBGRG00000020467,TREH,ortholog_one2one,ENSCHIG00000021185,TREH,ortholog_one2one,ENSOARG00020011898,TREH,ortholog_one2one,ENSCHYG00000005043,TREH,ortholog_one2one,TREH
ENSBTAG00000016218,ENSBGRG00000008923,PTGES2,ortholog_one2one,ENSCHIG00000026833,PTGES2,ortholog_one2one,ENSOARG00020014029,PTGES2,ortholog_one2one,ENSCHYG00000020542,PTGES2,ortholog_one2one,PTGES2
ENSBTAG00000016231,ENSBGRG00000017640,POFUT1,ortholog_one2one,ENSCHIG00000021140,POFUT1,ortholog_one2one,ENSOARG00020005221,POFUT1,ortholog_one2one,ENSCHYG00000015025,POFUT1,ortholog_one2one,POFUT1
ENSBTAG00000016252,ENSBGRG00000004524,LSM12,ortholog_one2one,ENSCHIG00000018175,LSM12,ortholog_one2one,ENSOARG00020017537,LSM12,ortholog_one2one,ENSCHYG00000000389,LSM12,ortholog_one2one,LSM12
ENSBTAG00000016266,ENSBGRG00000008701,SDHD,ortholog_one2one,ENSCHIG00000002240,SDHD,ortholog_one2one,ENSOARG00020019097,SDHD,ortholog_one2one,,,,SDHD
ENSBTAG00000016266,ENSBGRG00000008701,SDHD,ortholog_one2one,ENSCHIG00000002240,SDHD,ortholog_one2one,ENSOARG00020019097,SDHD,ortholog_one2one,,,,SDHD
ENSBTAG00000016311,ENSBGRG00000005627,,ortholog_one2one,ENSCHIG00000011066,EIF2S1,ortholog_one2one,,,,ENSCHYG00000012248,EIF2S1,ortholog_one2one,EIF2S1
ENSBTAG00000016311,ENSBGRG00000005627,,ortholog_one2one,ENSCHIG00000011066,EIF2S1,ortholog_one2one,,,,ENSCHYG00000012248,EIF2S1,ortholog_one2one,EIF2S1
ENSBTAG00000016311,ENSBGRG00000005627,,ortholog_one2one,ENSCHIG00000011066,EIF2S1,ortholog_one2one,,,,ENSCHYG00000012248,EIF2S1,ortholog_one2one,EIF2S1
ENSBTAG00000016316,ENSBGRG00000015497,ZZEF1,ortholog_one2one,ENSCHIG00000020075,ZZEF1,ortholog_one2one,ENSOARG00020014955,ZZEF1,ortholog_one2one,ENSCHYG00000007848,ZZEF1,ortholog_one2one,ZZEF1
ENSBTAG00000016363,ENSBGRG00000003162,TFG,ortholog_one2one,ENSCHIG00000009847,,ortholog_one2one,ENSOARG00020001304,TFG,ortholog_one2one,ENSCHYG00000018584,TFG,ortholog_one2one,TFG
ENSBTAG00000016429,,,,ENSCHIG00000007462,TMEM205,ortholog_one2one,,,,,,,TMEM205
ENSBTAG00000016548,ENSBGRG00000008586,TEX12,ortholog_one2one,ENSCHIG00000011647,TEX12,ortholog_one2one,ENSOARG00020019390,TEX12,ortholog_one2one,ENSCHYG00000000937,,ortholog_one2one,TEX12
ENSBTAG00000016725,ENSBGRG00000014935,KIAA1143,ortholog_one2one,ENSCHIG00000013113,KIAA1143,ortholog_one2one,ENSOARG00020038637,KIAA1143,ortholog_one2one,ENSCHYG00000022420,KIAA1143,ortholog_one2one,KIAA1143
ENSBTAG00000016743,ENSBGRG00000017803,DNTTIP1,ortholog_one2one,ENSCHIG00000023238,DNTTIP1,ortholog_one2one,ENSOARG00020015322,DNTTIP1,ortholog_one2one,ENSCHYG00000018768,DNTTIP1,ortholog_one2one,DNTTIP1
ENSBTAG00000016900,,,,ENSCHIG00000023801,TRAPPC13,ortholog_one2one,ENSOARG00020005467,TRAPPC13,ortholog_one2one,ENSCHYG00000024828,,ortholog_one2one,TRAPPC13
ENSBTAG00000016908,ENSBGRG00000009094,METTL1,ortholog_one2one,ENSCHIG00000015867,METTL1,ortholog_one2one,ENSOARG00020000098,METTL1,ortholog_one2one,ENSCHYG00000000110,METTL1,ortholog_one2one,METTL1
ENSBTAG00000016912,ENSBGRG00000009209,TSFM,ortholog_one2one,ENSCHIG00000013850,TSFM,ortholog_one2one,ENSOARG00020019779,TSFM,ortholog_one2one,ENSCHYG00000000083,TSFM,ortholog_one2one,TSFM
ENSBTAG00000016969,ENSBGRG00000022658,ORC3,ortholog_one2one,ENSCHIG00000024178,ORC3,ortholog_one2one,ENSOARG00020013723,ORC3,ortholog_one2one,ENSCHYG00000018091,ORC3,ortholog_one2one,ORC3
ENSBTAG00000017027,ENSBGRG00000002868,MMACHC,ortholog_one2one,ENSCHIG00000026675,MMACHC,ortholog_one2one,ENSOARG00020000138,MMACHC,ortholog_one2one,ENSCHYG00000014375,MMACHC,ortholog_one2one,MMACHC
ENSBTAG00000017038,ENSBGRG00000015575,HPS4,ortholog_one2one,,,,ENSOARG00020006272,HPS4,ortholog_one2one,ENSCHYG00000000232,HPS4,ortholog_one2one,HPS4
ENSBTAG00000017038,ENSBGRG00000015575,HPS4,ortholog_one2one,,,,ENSOARG00020006272,HPS4,ortholog_one2one,ENSCHYG00000000232,HPS4,ortholog_one2one,HPS4
ENSBTAG00000017090,ENSBGRG00000021565,SMCR8,ortholog_one2one,ENSCHIG00000020449,SMCR8,ortholog_one2one,ENSOARG00020026360,SMCR8,ortholog_one2one,ENSCHYG00000023114,SMCR8,ortholog_one2one,SMCR8
ENSBTAG00000017129,ENSBGRG00000000679,CLCC1,ortholog_one2one,ENSCHIG00000024411,CLCC1,ortholog_one2one,ENSOARG00020005063,CLCC1,ortholog_one2one,ENSCHYG00000017723,CLCC1,ortholog_one2one,CLCC1
ENSBTAG00000017187,,,,,,,ENSOARG00020021450,TMEM255A,ortholog_one2one,ENSCHYG00000014120,TMEM255A,ortholog_one2one,TMEM255A
ENSBTAG00000017212,ENSBGRG00000013604,HYPK,ortholog_one2one,ENSCHIG00000007815,HYPK,ortholog_one2one,ENSOARG00020031796,HYPK,ortholog_one2one,ENSCHYG00000012914,HYPK,ortholog_one2one,HYPK
ENSBTAG00000017213,ENSBGRG00000013656,MFAP1,ortholog_one2one,ENSCHIG00000013829,MFAP1,ortholog_one2one,ENSOARG00020010495,MFAP1,ortholog_one2one,,,,MFAP1
ENSBTAG00000017213,ENSBGRG00000013656,MFAP1,ortholog_one2one,ENSCHIG00000013829,MFAP1,ortholog_one2one,ENSOARG00020010495,MFAP1,ortholog_one2one,,,,MFAP1
ENSBTAG00000017215,ENSBGRG00000013717,WDR76,ortholog_one2one,ENSCHIG00000012212,WDR76,ortholog_one2one,ENSOARG00020010574,WDR76,ortholog_one2one,ENSCHYG00000012996,WDR76,ortholog_one2one,WDR76
ENSBTAG00000017281,ENSBGRG00000010609,OPLAH,ortholog_one2one,ENSCHIG00000016629,OPLAH,ortholog_one2one,ENSOARG00020005576,OPLAH,ortholog_one2one,ENSCHYG00000011883,OPLAH,ortholog_one2one,OPLAH
ENSBTAG00000017355,ENSBGRG00000022455,ERCC1,ortholog_one2one,ENSCHIG00000025635,ERCC1,ortholog_one2one,ENSOARG00020007969,ERCC1,ortholog_one2one,ENSCHYG00000008940,ERCC1,ortholog_one2one,ERCC1
ENSBTAG00000017371,ENSBGRG00000025289,RELL2,ortholog_one2one,ENSCHIG00000026988,RELL2,ortholog_one2one,ENSOARG00020017412,RELL2,ortholog_one2one,ENSCHYG00000025303,RELL2,ortholog_one2one,RELL2
ENSBTAG00000017386,ENSBGRG00000012101,C1orf50,ortholog_one2one,ENSCHIG00000015103,C1orf50,ortholog_one2one,ENSOARG00020000393,C1orf50,ortholog_one2one,ENSCHYG00000026253,C1orf50,ortholog_one2one,C3H1orf50
ENSBTAG00000017407,ENSBGRG00000020817,HSF2BP,ortholog_one2one,ENSCHIG00000005444,HSF2BP,ortholog_one2one,ENSOARG00020005745,HSF2BP,ortholog_one2one,ENSCHYG00000009993,HSF2BP,ortholog_one2one,HSF2BP
ENSBTAG00000017482,ENSBGRG00000026356,ISYNA1,ortholog_one2one,ENSCHIG00000023057,ISYNA1,ortholog_one2one,ENSOARG00020004475,ISYNA1,ortholog_one2one,ENSCHYG00000018077,ISYNA1,ortholog_one2one,ISYNA1
ENSBTAG00000017695,ENSBGRG00000001090,CCDC150,ortholog_one2one,ENSCHIG00000010518,CCDC150,ortholog_one2one,ENSOARG00020034328,,ortholog_one2one,ENSCHYG00000016506,CCDC150,ortholog_one2one,CCDC150
ENSBTAG00000017775,ENSBGRG00000010070,SDCCAG8,ortholog_one2one,ENSCHIG00000017782,SDCCAG8,ortholog_one2one,ENSOARG00020037222,SDCCAG8,ortholog_one2one,ENSCHYG00000016893,SDCCAG8,ortholog_one2one,SDCCAG8
ENSBTAG00000017794,ENSBGRG00000016230,CCDC153,ortholog_one2one,ENSCHIG00000013639,CCDC153,ortholog_one2one,ENSOARG00020014765,,ortholog_one2one,ENSCHYG00000007504,CCDC153,ortholog_one2one,CCDC153
ENSBTAG00000017835,ENSBGRG00000008873,C5orf63,ortholog_one2one,ENSCHIG00000023331,C5orf63,ortholog_one2one,ENSOARG00020003576,C5orf63,ortholog_one2one,ENSCHYG00000004362,C5orf63,ortholog_one2one,C7H5orf63
ENSBTAG00000017890,ENSBGRG00000022318,ZMAT5,ortholog_one2one,ENSCHIG00000014766,ZMAT5,ortholog_one2one,ENSOARG00020013858,ZMAT5,ortholog_one2one,ENSCHYG00000003933,ZMAT5,ortholog_one2one,ZMAT5
ENSBTAG00000017907,ENSBGRG00000022627,COG3,ortholog_one2one,ENSCHIG00000021605,COG3,ortholog_one2one,ENSOARG00020007017,COG3,ortholog_one2one,ENSCHYG00000022568,COG3,ortholog_one2one,COG3
ENSBTAG00000017921,ENSBGRG00000017020,,ortholog_one2one,ENSCHIG00000018283,NELFA,ortholog_one2one,ENSOARG00020023088,NELFA,ortholog_one2one,ENSCHYG00000025867,NELFA,ortholog_one2one,NELFA
ENSBTAG00000017932,ENSBGRG00000019904,CENATAC,ortholog_one2one,ENSCHIG00000003510,CENATAC,ortholog_one2one,ENSOARG00020012715,CENATAC,ortholog_one2one,ENSCHYG00000005320,CENATAC,ortholog_one2one,CENATAC
ENSBTAG00000017964,ENSBGRG00000009230,LRRC51,ortholog_one2one,ENSCHIG00000020218,LRRC51,ortholog_one2one,ENSOARG00020017145,LRRC51,ortholog_one2one,ENSCHYG00000000894,LRRC51,ortholog_one2one,LRRC51
ENSBTAG00000018025,ENSBGRG00000013579,IQCG,ortholog_one2one,ENSCHIG00000010981,IQCG,ortholog_one2one,ENSOARG00020001449,IQCG,ortholog_one2one,ENSCHYG00000018484,IQCG,ortholog_one2one,IQCG
ENSBTAG00000018048,ENSBGRG00000018246,MED15,ortholog_one2one,ENSCHIG00000000106,MED15,ortholog_one2one,ENSOARG00020005078,MED15,ortholog_one2one,ENSCHYG00000021129,,ortholog_one2one,MED15
ENSBTAG00000018065,ENSBGRG00000014391,YARS1,ortholog_one2one,ENSCHIG00000014340,YARS1,ortholog_one2one,ENSOARG00020019649,YARS1,ortholog_one2one,ENSCHYG00000016424,YARS1,ortholog_one2one,YARS1
ENSBTAG00000018067,ENSBGRG00000014680,S100PBP,ortholog_one2one,,,,ENSOARG00020019600,S100PBP,ortholog_one2one,,,,S100PBP
ENSBTAG00000018067,ENSBGRG00000014680,S100PBP,ortholog_one2one,,,,ENSOARG00020019600,S100PBP,ortholog_one2one,,,,S100PBP
ENSBTAG00000018067,ENSBGRG00000014680,S100PBP,ortholog_one2one,,,,ENSOARG00020019600,S100PBP,ortholog_one2one,,,,S100PBP
ENSBTAG00000018067,ENSBGRG00000014680,S100PBP,ortholog_one2one,,,,ENSOARG00020019600,S100PBP,ortholog_one2one,,,,S100PBP
ENSBTAG00000018070,ENSBGRG00000001758,SCNM1,ortholog_one2one,ENSCHIG00000014264,SCNM1,ortholog_one2one,ENSOARG00020013488,SCNM1,ortholog_one2one,ENSCHYG00000007917,SCNM1,ortholog_one2one,SCNM1
ENSBTAG00000018116,ENSBGRG00000024179,MTFP1,ortholog_one2one,ENSCHIG00000012904,MTFP1,ortholog_one2one,ENSOARG00020015626,MTFP1,ortholog_one2one,ENSCHYG00000003224,MTFP1,ortholog_one2one,MTFP1
ENSBTAG00000018126,ENSBGRG00000014440,VPS53,ortholog_one2one,ENSCHIG00000012420,VPS53,ortholog_one2one,ENSOARG00020012072,VPS53,ortholog_one2one,ENSCHYG00000009171,VPS53,ortholog_one2one,VPS53
ENSBTAG00000018142,ENSBGRG00000021712,DTL,ortholog_one2one,ENSCHIG00000018130,DTL,ortholog_one2one,ENSOARG00020021454,DTL,ortholog_one2one,ENSCHYG00000015630,DTL,ortholog_one2one,DTL
ENSBTAG00000018172,ENSBGRG00000006263,OGFOD3,ortholog_one2one,ENSCHIG00000000593,OGFOD3,ortholog_one2one,ENSOARG00020026077,OGFOD3,ortholog_one2one,ENSCHYG00000020379,OGFOD3,ortholog_one2one,OGFOD3
ENSBTAG00000018175,ENSBGRG00000006297,HEXD,ortholog_one2one,ENSCHIG00000019298,HEXD,ortholog_one2one,ENSOARG00020026083,HEXD,ortholog_one2one,ENSCHYG00000020278,HEXD,ortholog_one2one,HEXD
ENSBTAG00000018186,ENSBGRG00000021296,PDXK,ortholog_one2one,ENSCHIG00000008616,PDXK,ortholog_one2one,ENSOARG00020005802,PDXK,ortholog_one2one,ENSCHYG00000010189,PDXK,ortholog_one2one,PDXK
